LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
10916514,1.778328,0.560488,1.169408,0.315177,285,0.2516387678594319,11.6,3.4,0.2255790777076828,17.9,3.9,14.95,0.29,67,0.2457481465902692,20.7,4.4,0.2659017477027634,25.4,5.1,15.07,0.22,0.5623,0.5728,95.8773,0.141,5.0573,1.7842,1.8127,35.0201,0.0275,6.8868,0.07,1.04142,L,,,
1092244,0.649496,0.649558,0.649527,1.000095,590,0.1068267894579595,2.3,1.2,0.158590688238338,5.2,1.7,16.09,0.72,82,0.1100439236506526,13.0,2.9,0.1277444578752576,17.3,3.3,16.17,0.47,1.5397,1.5735,29.5421,0.1267,13.4443,1.5393,1.6125,13.6482,0.0747,0.0136,0.25,0.0001,,Z,6.0,period
10954700,0.594403,0.594391,0.594397,0.99998,422,0.1285183476860974,4.8,1.5,0.129052872790494,4.8,1.5,15.87,0.7,51,0.0615144853750238,20.5,2.6,0.0709047917463446,18.6,3.1,15.8,0.62,1.6824,1.6852,355.8719,0.1406,15.252,1.6824,1.7091,37.4462,0.0529,5.8187,0.08,2e-05,Z,,,
10980498,0.278969,0.278971,0.27897,1.000007,309,0.1674169685148984,1.1,1.0,0.1627660451275153,1.1,0.9,15.94,0.33,48,0.1219249421139145,6.5,2.2,0.1260959304867952,6.4,2.3,15.91,0.27,3.5846,3.5874,357.1429,0.0804,29.0508,1.1949,1.2195,40.6339,0.0685,6.6653,0.06,1e-05,Z,,,
11007728,0.579997,0.579984,0.579991,0.999978,268,0.1644636002332981,1.4,1.1,0.1708428078899007,1.4,1.1,16.24,0.45,43,0.0444321259713644,2.1,1.4,0.0497029926182741,3.7,1.7,16.26,0.49,1.7241,1.7608,27.2591,0.1224,14.5087,1.0,1.0031,322.0612,0.1453,7.4062,0.04,2e-05,Z,,,
11256803,0.515911,0.340015,0.427963,0.659057,251,0.2096245586122239,22.4,3.7,0.8196635949751925,54.7,9.1,15.2,0.47,78,0.0636171929817532,6.2,1.9,0.5933392750468351,77.3,10.7,15.21,0.41,1.9383,1.972,29.7309,0.0408,7.4782,1.4705,1.4842,73.2332,0.0267,7.1484,0.06,0.41101,,L,7.0,period
11296138,0.618447,0.618464,0.618456,1.000027,263,0.0930990116413891,14.5,2.8,0.0969097706140202,16.1,2.8,14.71,0.49,65,0.0610892902393296,11.7,2.1,0.0778493545213209,15.3,2.5,14.67,0.43,1.617,1.6398,43.8116,0.0742,5.4876,1.6169,1.6662,20.2778,0.05,7.8075,0.06,3e-05,L,,,
11364592,0.318602,0.637115,0.477858,1.999721,331,0.187669338260747,0.8,0.8,1.2179466873680067,3.7,2.1,16.7,0.42,44,0.2079476489128522,24.1,3.8,0.2869534041665508,27.6,5.8,16.62,0.34,3.1387,3.1726,29.5247,0.048,17.1394,1.0463,1.0525,162.0746,0.0965,5.7337,0.08,0.66654,Z,,,
11368047,0.511393,0.51136,0.511376,0.999935,290,0.0956590927639613,2.0,0.8,0.121326280806589,2.9,1.1,16.21,0.79,127,0.0588632100223251,17.0,2.3,0.0828642282823166,31.5,2.8,16.3,0.65,1.9554,1.979,42.3639,0.082,8.3057,1.9556,1.9584,357.7818,0.0685,21.8972,0.14,6e-05,L,,,
11375941,0.322517,0.107506,0.215012,0.333334,280,0.1418230884011135,2.5,1.4,0.145808907653006,2.3,1.4,15.64,0.45,127,0.0566721929246813,2.3,1.3,0.0603868905685971,2.5,1.4,15.72,0.28,3.1006,3.1481,21.0526,0.0283,17.7048,3.1006,3.2103,9.117,0.0079,9.3569,0.17,1.0,,,6.0,period
11382007,0.642531,0.642532,0.642532,1.000002,278,0.0948191735913325,0.8,0.8,0.0950428740394045,0.8,0.7,15.8,0.32,43,0.0459637055473027,0.9,1.0,0.0459637055473027,0.9,1.0,15.64,0.32,1.5563,1.5592,355.8719,0.1718,12.3746,0.7782,0.7878,103.1992,0.2134,8.7727,0.0,0.0,Z,,,
11488770,0.376816,0.753642,0.565229,2.000027,258,0.2050602164027646,15.8,3.8,0.8860939498078848,67.7,9.0,14.67,0.29,74,0.1152052529522887,21.0,3.3,0.5875170825016803,79.3,9.3,14.57,0.32,2.6538,2.6905,27.2814,0.0329,9.1798,1.3269,1.383,17.8253,0.0247,6.0102,0.03,0.66668,,Z,12.0,period
1202674,0.470781,0.941549,0.706165,1.999972,314,0.1067817208480904,39.3,3.2,0.3153561881385218,67.9,4.5,15.0,0.55,162,0.0445128485924579,24.6,4.1,0.1622971471393282,448.7,7.2,14.77,1.17,2.1241,2.1269,355.8719,0.0076,9.9682,1.0621,1.0819,50.5051,0.0984,8.5156,0.62,0.66665,Z,,,
1212611,0.630896,0.630893,0.630894,0.999995,297,0.0493084901714861,0.9,0.9,0.0508119589623606,0.9,0.9,15.64,0.75,165,0.0294621856948783,1.8,1.1,0.0299997855630055,1.8,1.1,15.66,0.57,1.585,1.5962,89.3256,0.0606,10.3725,1.5851,1.6388,18.6047,0.0264,6.597,0.18,0.0,L,,,
12987306,0.326178,0.326165,0.326172,0.99996,268,0.1476161767424177,2.2,1.3,0.1762243358675503,2.6,1.4,16.17,0.45,80,0.0919248370454222,3.6,1.7,0.0965949188489958,4.6,1.7,16.19,0.34,3.0658,3.1336,14.7623,0.0122,5.6223,1.0027,1.022,51.9346,0.0924,9.6955,0.11,4e-05,Z,,,
13077277,0.175442,0.350883,0.263162,1.999994,256,0.1330139360133111,9.1,3.1,0.7239046453232305,64.5,8.0,14.8,0.43,248,0.0420922209698863,2.7,1.6,0.5047719247820107,129.9,9.1,14.57,0.59,5.6999,5.7696,14.3503,0.0085,12.9051,2.8499,2.9021,19.192,0.008,14.3076,0.16,0.66667,,L,8.0,period
13095415,0.167706,0.335406,0.251556,1.999964,254,0.1289904644561772,13.6,3.7,0.8247358790364695,112.0,10.7,14.35,0.34,152,0.1276158955675126,2.9,2.0,0.7001403479505959,32.4,6.4,14.08,0.31,5.9628,6.1006,7.2577,0.0104,14.4651,2.9814,2.9894,125.7071,0.0171,12.2849,0.03,0.66665,,L,6.0,period
133089,0.198363,0.396721,0.297542,1.999975,280,0.2791425933104892,1.7,1.1,0.4714259554255209,3.3,1.7,16.04,0.21,65,0.0600838860429065,1.2,0.8,0.526840709725764,16.4,4.1,15.84,0.21,5.0413,5.1893,6.7561,0.0145,5.7046,0.9998,1.0128,77.101,0.1355,10.8848,0.0,0.66666,Z,,,
1391917,0.663718,0.331865,0.497792,0.500009,499,0.0568304152386131,3.0,1.2,0.9829893327607468,51.4,7.8,15.07,0.39,44,0.0442934503599976,1.3,1.0,0.1437746527940458,28.7,3.1,15.09,0.25,1.5067,1.5236,58.9797,0.0798,24.4424,3.0133,3.0174,242.4242,0.039,7.1881,0.14,0.66665,L,,,
14229885,0.600104,0.600114,0.600109,1.000017,260,0.0267755609143822,2.5,1.2,0.0277102684437865,2.5,1.4,14.59,0.99,223,0.0223985871693142,2.7,1.4,0.022618108199742,3.9,1.4,14.66,0.79,1.6664,1.6796,75.815,0.133,7.4706,1.6663,1.676,104.1124,0.0123,12.7154,0.2,2e-05,L,,,
1438520,0.168005,0.33601,0.252008,2.0,523,0.1158571919859205,3.2,1.2,1.5262040392500065,16.5,3.9,15.79,0.47,43,0.0486661779909346,3.2,1.9,0.4641101282644667,157.1,9.6,15.71,0.5,5.9522,5.9861,29.4942,0.016,38.4694,2.002,2.0201,55.4324,0.0859,7.1297,0.03,0.66667,Z,,,
14568687,0.526759,0.52676,0.52676,1.000002,276,0.0432072537766817,1.1,0.8,0.043755031054076,1.0,0.8,15.75,1.01,217,0.0291067476628909,3.4,1.5,0.0291067476628909,3.4,1.5,15.82,0.75,1.8984,1.9038,186.2197,0.0674,5.6286,1.8984,1.9505,19.1681,0.0246,16.7494,0.26,0.0,L,,,
1491775,0.785391,0.354951,0.570171,0.451942,293,0.1836205901118293,4.8,2.0,0.5377800223497867,13.8,3.8,15.72,0.4,152,0.0908072952320943,9.3,2.2,0.966044145593974,68.4,10.8,15.82,0.32,1.2733,1.2845,88.7311,0.1242,12.5865,2.8174,2.8222,209.4241,0.0407,14.9164,0.08,0.75493,L,,,
15075296,0.524657,0.524659,0.524658,1.000004,266,0.0610103505710876,1.0,0.8,0.0592139621678065,1.0,0.8,15.79,1.04,355,0.0284360050422223,2.9,1.6,0.0295421810970415,3.0,1.6,15.9,0.78,1.906,1.9229,59.0493,0.0851,6.2268,1.906,1.9102,236.1275,0.0063,9.5481,0.26,0.0,L,,,
1615764,0.488189,0.48819,0.48819,1.000002,334,0.0538450194999486,3.0,1.5,0.0511508670338942,3.0,1.4,15.32,1.07,80,0.0322077979846741,3.4,1.6,0.0322077979846741,3.4,1.6,15.44,0.83,2.0484,2.0712,43.8789,0.0866,11.1127,2.0484,2.0712,43.8404,0.0504,10.5182,0.24,0.0,Z,,,
1626282,1.248502,0.416076,0.832289,0.33326,307,0.1855557942198456,1.3,1.1,0.279185040816696,2.0,1.3,16.25,0.37,208,0.1927637087750931,7.4,2.8,0.5430675525681602,20.0,4.8,16.3,0.25,0.801,0.8235,44.287,0.1539,11.0319,2.4035,2.4106,141.3428,0.0067,12.4912,0.12,1.00016,L,,,
16494763,0.441664,0.441659,0.441662,0.999989,252,0.1020324371461935,27.1,3.8,0.1001297622949282,27.6,3.7,14.48,0.75,150,0.0990440438261926,17.8,3.2,0.1031929099605446,18.2,3.3,14.62,0.53,2.2642,2.3164,19.1333,0.0948,4.6787,2.2642,2.2782,71.1744,0.0056,9.0784,0.22,1e-05,,Z,10.0,amp
1667598,0.498571,0.33239,0.415481,0.666685,555,0.0754124804492352,2.2,1.4,1.3543919966494444,18.2,3.2,15.59,0.5,44,0.0860566660348217,0.7,0.8,0.3792542104858016,6.5,2.4,15.35,0.1,2.0057,2.0395,29.577,0.0338,18.3239,3.0085,3.124,8.6595,0.0759,10.3715,0.4,0.39997,,,6.0,period
16846842,0.607479,0.607475,0.607477,0.999993,402,0.0870071168903232,1.5,0.7,0.086735059703396,1.5,0.7,16.2,0.49,50,0.0321516575064725,1.5,0.8,0.0320486759231145,1.5,0.8,16.27,0.39,1.6461,1.649,349.6503,0.0682,13.8019,1.6462,1.6506,224.7191,0.0908,8.7036,0.1,1e-05,Z,,,
16861939,0.607963,0.326787,0.467375,0.537511,329,0.1576260707436833,6.0,1.3,0.705671787496908,11.3,2.6,15.4,0.24,52,0.2788760373879633,1.1,1.1,0.7121442430590883,1.6,1.3,15.2,0.06,1.6448,1.6941,20.2901,0.0263,7.7202,1.0023,1.0159,73.8552,0.0504,3.9784,0.18,0.60161,,,6.0,period
17157938,0.156918,0.156917,0.156918,0.999994,596,0.0710128254666865,1.3,1.0,0.0710128254666865,1.3,1.0,15.83,0.55,44,0.0412432753879747,3.8,2.0,0.0498947812724015,4.8,2.3,15.57,0.59,6.3728,6.4066,29.5377,0.0129,39.7971,1.0018,1.0244,44.1989,0.1149,5.9911,0.04,1e-05,Z,,,
17165200,0.646414,0.323213,0.484814,0.500009,586,0.0822374612007787,2.2,1.2,1.4560755155346687,36.0,7.4,15.25,0.34,50,0.0556444268800384,1.7,1.4,0.4948197225509829,62.6,8.0,15.22,0.28,1.547,1.5639,59.1366,0.0608,23.6426,1.5469,1.5796,30.656,0.0367,5.5326,0.06,0.66665,L,,,
17168875,0.626305,0.626306,0.626306,1.000002,589,0.0595224841185314,1.4,0.9,0.0589914220501716,1.3,0.9,15.97,0.93,50,0.0230820329285317,2.2,1.1,0.0230820329285317,2.2,1.1,16.06,0.75,1.5967,1.6593,15.9732,0.0303,11.421,1.5967,1.6065,101.9368,0.0678,7.822,0.18,0.0,Z,,,
17195747,0.120419,0.180628,0.150524,1.499996,548,0.1570294733208376,4.1,1.4,0.6941466665495084,15.5,3.8,16.0,0.49,51,0.0710468035796686,12.4,2.1,0.2508823427865728,53.3,6.9,16.06,0.42,8.3044,8.3213,59.1716,0.0076,49.1293,2.0026,2.0199,57.8035,0.0555,7.484,0.07,0.4,Z,,,
17216032,0.585994,0.586,0.585997,1.00001,472,0.0791973689943489,5.3,1.4,0.080629729127634,5.4,1.4,15.45,0.61,49,0.0520989587462783,9.9,2.0,0.0509608944034612,9.8,1.9,15.48,0.46,1.7065,1.7093,355.2398,0.0408,15.6738,1.7066,1.7233,59.6481,0.0503,6.9341,0.15,1e-05,Z,,,
17312184,1.073435,0.357807,0.715621,0.333329,319,0.0790237292561609,6.4,2.2,0.1044501838861926,7.0,2.5,14.51,0.4,69,0.0536260530745991,2.7,1.2,0.0523978592256341,3.6,1.2,14.58,0.26,0.9316,0.9542,44.2772,0.1989,10.2272,1.3974,1.4405,23.2126,0.0279,5.1601,0.14,1.00001,L,,,
1736308,0.555848,0.555843,0.555846,0.999991,372,0.0549701349389625,2.9,1.3,0.054586350885753,3.0,1.2,15.41,0.7,44,0.0228793395267921,1.9,1.0,0.0224794503011821,2.0,1.0,15.32,0.59,1.7991,1.833,29.4377,0.0861,13.7119,1.7991,1.8264,36.6367,0.0529,5.6501,0.11,1e-05,Z,,,
17452152,0.538108,0.5381,0.538104,0.999985,549,0.0392470962132582,1.4,0.9,0.0416103791542282,2.4,0.9,15.61,0.96,45,0.0212304014462953,3.6,1.3,0.0244969160961087,7.1,1.4,15.68,0.75,1.8584,1.8922,29.5116,0.0869,13.2508,0.8557,0.8592,287.7698,0.1016,5.7041,0.21,1e-05,Z,,,
17493252,0.642349,0.321191,0.48177,0.500026,567,0.3000310142970707,2.0,1.1,0.9149815543514208,3.9,1.9,16.68,0.34,44,0.1561830923493924,3.8,2.2,0.4352209392550467,30.3,6.3,16.77,0.27,1.5568,1.5737,59.0667,0.0534,22.8807,1.002,1.0375,28.173,0.182,5.6277,0.07,0.66662,L,,,
17523065,0.189181,0.189185,0.189183,1.000021,594,0.1066513692844066,1.4,1.0,0.1275628049971225,2.1,1.3,15.63,0.33,45,0.0467023350191172,2.1,1.2,0.0501971863417117,3.1,1.2,15.54,0.39,5.2859,5.3198,29.5377,0.0151,31.7869,1.4277,1.4337,166.251,0.0709,5.6066,0.06,2e-05,Z,,,
17542402,0.266864,0.266866,0.266865,1.000007,562,0.1692569639694563,0.8,0.9,0.1685399035787622,0.8,0.9,16.26,0.31,46,0.0966012774845961,3.8,1.9,0.099903258290426,3.9,2.0,16.29,0.27,3.7472,3.7811,29.5421,0.0148,21.5393,1.2491,1.2522,323.1018,0.0585,7.2483,0.04,1e-05,Z,,,
17547893,0.541471,0.541479,0.541475,1.000015,524,0.0475911156038424,2.1,1.1,0.0485998094083277,2.2,1.1,15.54,0.93,46,0.0201320568321276,2.3,1.1,0.0222086548562284,2.4,1.2,15.65,0.7,1.8468,1.9248,12.8312,0.0645,11.3975,0.9234,0.9498,37.9363,0.164,7.8704,0.23,1e-05,Z,,,
17555840,0.518813,0.518836,0.518824,1.000044,545,0.1903224508441411,3.5,1.5,0.1846352523164196,3.7,1.5,16.46,0.7,46,0.1149997043985601,22.6,4.0,0.1095788094473776,20.8,3.9,16.45,0.6,1.9275,1.9613,29.5902,0.039,11.4546,0.9273,0.9321,208.9864,0.1363,5.5432,0.1,4e-05,Z,,,
1876491,0.760128,0.760123,0.760126,0.999993,301,0.1108493992556899,2.5,1.2,0.1114404171574058,2.5,1.2,15.74,0.41,152,0.0505909348027367,1.8,1.3,0.0505225059001895,1.8,1.3,15.71,0.3,1.3156,1.3365,47.8813,0.0635,6.5301,1.3156,1.3204,205.5498,0.0453,9.1168,0.11,1e-05,L,,,
19448961,0.335895,1.013566,0.67473,3.017508,251,0.1784722535472613,1.3,1.1,0.5078849496899307,4.8,2.2,16.09,0.42,208,0.2507843242647699,6.0,2.6,1.0413398090731754,14.1,4.2,16.2,0.2,2.9771,3.0148,26.5358,0.0337,7.6349,0.9866,0.992,185.8736,0.047,9.4416,0.22,1.00436,,Z,8.0,period
19523436,0.640806,0.320405,0.480606,0.500003,255,0.1796558557264341,0.7,0.8,0.960044524504138,2.4,1.6,16.55,0.45,220,0.0721860559033111,1.2,1.1,1.1309960375562171,28.7,7.2,16.66,0.26,1.5605,1.5933,30.5064,0.0577,9.3374,3.121,3.1246,280.8989,0.0058,14.3328,0.19,0.66666,,,6.0,period
2041979,0.653694,0.653639,0.653666,0.999916,276,0.1346473218004794,1.5,1.2,0.1815838597679481,2.4,1.3,16.14,0.63,304,0.1691178755207829,17.7,3.8,0.1670718755276403,17.7,3.5,16.22,0.33,1.5298,1.5944,15.4607,0.063,6.6223,1.5299,1.5347,207.4689,0.0144,9.8341,0.3,8e-05,,Z,6.0,period
2075949,0.477806,0.477666,0.477736,0.999707,519,0.0972416412264804,4.0,1.6,0.5021407950202004,29.7,4.4,15.57,0.69,130,0.1167166607647518,22.2,4.7,0.1571510731618987,56.2,5.6,15.86,0.6,2.0929,2.1268,29.4768,0.0754,16.9427,2.0935,2.1389,22.041,0.0317,8.6985,0.09,0.00029,,Z,6.0,period
2079147,0.617457,0.617458,0.617458,1.000002,459,0.0741477677504628,0.9,0.8,0.0733611615524358,0.8,0.7,15.9,0.46,44,0.0459090658937486,1.3,1.1,0.0459090658937486,1.3,1.1,15.81,0.42,1.6195,1.6534,29.5377,0.0798,14.2038,1.6195,1.6407,47.2367,0.0597,5.8857,0.04,0.0,Z,,,
21110017,0.140893,0.28178,0.211336,1.999957,465,0.1823939841231378,1.1,1.0,3.0869848261509305,4.5,2.4,16.61,0.44,45,0.0696580517264705,3.6,2.0,0.3282620465980152,81.1,11.1,16.41,0.5,7.0976,7.1315,29.5072,0.0092,47.1747,1.3641,1.3819,56.1167,0.0724,5.5289,0.06,0.66665,Z,,,
21112412,0.283832,0.283833,0.283832,1.000004,574,0.0850652874931423,0.5,0.6,0.0850652874931423,0.5,0.6,16.19,0.39,45,0.0487762110786725,2.2,1.1,0.0469090581896045,2.2,1.1,16.27,0.33,3.5232,3.5571,29.5116,0.0532,28.1662,1.002,1.0209,52.8821,0.1003,5.4224,0.06,0.0,Z,,,
21115824,0.683577,0.34179,0.512683,0.500002,429,0.1649687752492707,0.7,0.8,0.922192979354394,3.5,1.9,16.43,0.33,45,0.0626058535597214,0.6,0.8,0.4396535182109131,15.9,4.1,16.48,0.25,1.4629,1.4798,59.0319,0.1002,25.0798,1.4629,1.5195,17.6616,0.062,5.1025,0.08,0.66666,L,,,
21126144,0.547549,0.54755,0.547549,1.000002,574,0.0307212868137275,5.1,1.2,0.0307212868137275,5.1,1.2,14.75,0.86,46,0.0199959263108649,2.5,1.2,0.0201517555849451,2.4,1.2,14.8,0.68,1.8263,1.8603,29.4638,0.1136,14.3718,1.003,1.0108,128.4522,0.0748,5.6091,0.18,0.0,Z,,,
21200464,0.55507,0.555074,0.555072,1.000007,531,0.0279792845600406,3.6,1.3,0.0310502241725286,3.5,1.3,14.73,0.95,45,0.0175547364742627,2.1,1.2,0.0167998176479235,2.2,1.1,14.78,0.75,1.8016,1.8353,29.6077,0.0441,10.5936,0.6005,0.6172,60.1323,0.1553,6.0096,0.2,1e-05,Z,,,
21303309,0.675428,0.675434,0.675431,1.000009,450,0.0628824853275524,0.8,0.8,0.0625131838748899,0.9,0.8,15.74,0.44,41,0.0388066709995548,1.3,1.2,0.0377605065059573,1.2,1.1,15.69,0.34,1.4805,1.5144,29.5377,0.0788,11.1143,0.5013,0.5091,128.4522,0.6707,7.1952,0.1,1e-05,Z,,,
21379220,0.983693,0.983691,0.983692,0.999998,272,0.0573296350563935,4.6,1.7,0.0577674196959697,4.6,1.7,14.63,0.47,77,0.0486888396161306,1.9,1.2,0.0493332981196771,1.9,1.2,14.44,0.45,1.0166,1.0333,59.9161,0.0849,11.4711,1.0166,1.0249,120.7729,0.0881,4.8204,0.02,0.0,L,,,
21396049,0.737035,0.737038,0.737036,1.000004,309,0.0973359130530433,0.6,0.7,0.0974791303346355,0.6,0.7,16.48,0.69,42,0.0425017830767412,1.8,1.3,0.0416122291351481,1.8,1.3,16.46,0.55,1.3568,1.3901,30.03,0.0243,7.5685,1.3568,1.3606,262.4672,0.1619,10.2911,0.14,0.0,Z,,,
21397555,0.278619,0.27862,0.27862,1.000004,434,0.0956460324121172,1.6,1.1,0.0979189709158238,1.6,1.1,15.7,0.4,41,0.0337039486420743,0.7,0.7,0.0337039486420743,0.7,0.7,15.76,0.29,3.5891,3.623,29.5203,0.0313,26.4225,1.1964,1.2105,70.7464,0.0876,6.0639,0.11,0.0,Z,,,
21401145,0.139844,0.279689,0.209767,2.000007,514,0.0678467389542962,1.6,1.2,1.3857561481954768,31.7,6.0,15.45,0.47,41,0.0262560690200789,3.6,1.2,0.1275128479961651,60.2,5.6,15.32,0.55,7.1508,7.1847,29.5116,0.014,46.9395,1.001,1.0046,273.224,0.0923,5.6646,0.08,0.66667,Z,,,
21460667,0.534598,0.534601,0.5346,1.000006,441,0.0790458072300904,3.7,1.7,0.0853236226829257,4.1,1.7,15.52,0.86,43,0.0348942148663466,2.3,1.6,0.0370142309875618,2.3,1.7,15.62,0.6,1.8706,1.9044,29.5334,0.0519,12.4177,0.9353,0.9578,44.4543,0.2924,12.0856,0.26,1e-05,Z,,,
21460890,0.288119,0.288122,0.28812,1.00001,496,0.1551893938325194,0.6,0.8,0.1609741339135437,0.6,0.8,16.65,0.38,41,0.0411334986985305,0.4,0.6,0.0432443819684872,0.4,0.6,16.72,0.3,3.4708,3.5047,29.5072,0.0454,26.8508,1.1569,1.1801,43.2526,0.1092,5.8752,0.08,1e-05,Z,,,
21474739,0.462885,0.462875,0.46288,0.999978,512,0.0307852873848289,11.1,1.8,0.0356511301965475,18.7,2.0,14.33,0.83,46,0.0296197653546356,3.0,1.7,0.0358154705715242,3.5,2.1,14.43,0.63,2.1604,2.2392,12.6855,0.0665,18.0862,1.4967,1.523,37.9219,0.073,7.2862,0.2,2e-05,Z,,,
21486032,0.199799,0.399595,0.299697,1.999985,524,0.044812232211659,5.2,1.3,1.141590842524516,83.9,8.9,14.85,0.46,45,0.0340499923734355,2.6,1.2,0.1350683417287322,34.4,4.3,14.56,0.58,5.005,5.0389,29.5203,0.0175,37.5261,0.9999,1.003,320.0,0.4022,31.771,0.12,0.66666,Z,,,
21556651,0.614826,0.614808,0.614817,0.999971,572,0.1146129047081425,6.5,1.8,0.124689187753023,7.5,2.0,15.55,0.66,46,0.0816656231751111,19.1,3.1,0.0797864209218539,21.5,2.9,15.62,0.49,1.6265,1.663,27.3523,0.0608,14.3024,0.8133,0.8209,131.7523,0.116,8.1209,0.17,3e-05,Z,,,
21574197,0.699513,0.349752,0.524632,0.499994,553,0.1321286539296392,1.3,1.0,1.2335797433465845,8.4,3.4,16.17,0.38,46,0.0525817201376275,1.1,1.1,0.5202760159795295,32.7,6.0,16.15,0.3,1.4296,1.4465,59.0319,0.0691,19.4774,0.9997,0.9997,0.0,10.6356,245.091,0.08,0.66668,L,,,
