LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_chi2dof,L_chi2dofR,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Zchi2dof,Zchi2dofR,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
10030349,0.545073,0.545074,0.545074,1.000002,255,8.7,2.1,8.7,2.1,14.76,0.75,901,34.2,4.4,34.2,4.4,14.68,0.82,1.8346,1.9187,11.8984,0.0863,7.2172,1.8346,1.9187,11.8984,0.0209,6.9202,0.07,0.0,,Z,6.0,amp
10260828,0.380655,0.380643,0.380649,0.999968,280,5.3,2.2,5.5,2.1,15.75,0.35,862,77.3,7.4,79.7,8.0,15.7,0.49,2.6271,2.6976,14.1653,0.0328,9.7681,2.6271,2.6306,284.495,0.0038,25.5513,0.14,3e-05,,Z,8.0,period
10420063,0.487395,0.487394,0.487394,0.999998,488,67.9,4.2,66.2,4.2,13.99,0.97,65,19.5,3.7,19.5,3.7,14.13,0.68,2.0517,2.0857,29.4421,0.0421,10.4333,2.0517,2.1007,20.4207,0.0899,22.549,0.29,0.0,,L,7.0,amp
10481905,0.48472,0.484775,0.484748,1.000113,510,18.1,2.6,38.6,4.2,15.11,0.71,266,81.1,6.6,151.5,8.1,14.97,0.81,2.063,2.097,29.4898,0.0528,11.9191,2.0628,2.1229,16.65,0.0375,52.4063,0.1,0.00011,,Z,10.0,period
10503746,0.573563,0.57357,0.573567,1.000012,264,12.8,2.7,13.7,2.7,14.87,0.83,526,8.1,1.9,8.6,1.9,14.93,0.73,1.7435,1.7576,70.9471,0.07,7.171,1.7435,1.7572,72.7537,0.0058,13.1478,0.1,1e-05,L,,,
10662468,0.44518,0.445167,0.445174,0.999971,301,21.3,3.6,21.8,3.8,14.36,0.29,858,4.9,1.8,6.8,2.1,14.37,0.44,2.2463,2.3425,10.3934,0.0216,7.146,2.2463,2.2512,207.0393,0.001,10.763,0.15,3e-05,,L,5.0,period
10814742,0.462687,0.462683,0.462685,0.999991,257,26.8,2.5,27.2,2.7,14.99,0.9,76,39.9,4.3,40.7,4.2,15.13,0.62,2.1613,2.2185,17.4749,0.0711,6.126,2.1613,2.2405,12.6295,0.0262,7.831,0.28,1e-05,,Z,7.0,amp
10954700,0.594403,0.594391,0.594397,0.99998,422,4.8,1.5,4.8,1.5,15.87,0.7,194,138.3,6.1,140.6,6.3,15.89,0.96,1.6824,1.6852,355.8719,0.1406,15.252,1.6824,1.6879,180.8318,0.0051,7.2648,0.26,2e-05,,Z,5.0,amp
11215595,0.54696,0.546943,0.546952,0.999969,338,3.8,1.3,4.2,1.5,15.77,0.87,65,30.7,2.3,27.1,2.8,15.95,0.58,1.8283,1.8623,29.3902,0.0582,7.6094,1.8283,1.8971,14.5465,0.036,5.2378,0.29,3e-05,,Z,6.0,period
11293454,0.568606,0.568598,0.568602,0.999986,307,8.2,2.2,8.5,2.3,15.25,0.62,511,51.6,5.2,53.1,5.1,15.26,0.83,1.7587,1.7947,27.7739,0.0532,7.6877,1.7587,1.8401,12.2933,0.0049,7.2223,0.21,1e-05,,Z,7.0,amp
11296138,0.618447,0.618464,0.618456,1.000027,263,14.5,2.8,16.1,2.8,14.71,0.49,293,16.9,2.7,18.8,2.8,14.65,0.53,1.617,1.6398,43.8116,0.0742,5.4876,1.6169,1.693,13.1423,0.0304,4.2632,0.04,3e-05,L,,,
11857301,0.550273,0.550352,0.550312,1.000144,269,14.6,1.9,43.4,4.0,15.21,0.8,473,38.6,3.5,160.3,8.5,15.3,0.68,1.8173,1.8684,19.5714,0.1227,6.1386,1.817,1.8204,291.9708,0.0073,9.9318,0.12,0.00014,,Z,13.0,period
12696409,0.526731,0.526728,0.52673,0.999994,264,23.9,1.9,23.7,1.9,14.35,0.99,272,11.1,2.5,11.1,2.4,14.27,1.27,1.8985,1.9351,27.3,0.1091,11.0125,1.8985,1.952,18.7003,0.0201,23.3287,0.28,1e-05,,Z,10.0,amp
13112616,0.652675,0.652709,0.652692,1.000052,387,2.2,1.4,2.8,1.6,15.16,0.4,421,5.7,2.0,9.1,2.8,15.25,0.55,1.5322,1.591,16.988,0.0929,8.3464,1.5321,1.5908,17.0343,0.0063,7.4785,0.15,5e-05,,Z,6.0,period
14229885,0.600104,0.600114,0.600109,1.000017,260,2.5,1.2,2.5,1.4,14.59,0.99,614,4.1,1.5,6.9,1.7,14.55,0.97,1.6664,1.6796,75.815,0.133,7.4706,1.6663,1.6708,224.4669,0.0021,7.7117,0.02,2e-05,L,,,
15075296,0.524657,0.524659,0.524658,1.000004,266,1.0,0.8,1.0,0.8,15.79,1.04,1028,6.6,2.2,7.1,2.3,15.65,1.38,1.906,1.9229,59.0493,0.0851,6.2268,1.906,1.9544,20.674,0.011,25.3646,0.34,0.0,L,,,
16494763,0.441664,0.441659,0.441662,0.999989,252,27.1,3.8,27.6,3.7,14.48,0.75,511,74.5,6.4,78.8,6.3,14.36,1.04,2.2642,2.3164,19.1333,0.0948,4.6787,2.2642,2.27,171.5266,0.0008,8.4116,0.29,1e-05,,Z,14.0,amp
16991760,0.549098,0.549096,0.549097,0.999996,260,21.3,2.9,21.4,2.9,15.13,0.75,554,36.3,3.7,35.8,3.7,15.05,1.08,1.8212,1.8889,14.7634,0.085,6.6661,1.8212,1.832,92.2509,0.0022,11.0106,0.33,0.0,,Z,10.0,amp
17185566,0.61416,0.614169,0.614164,1.000015,542,3.2,1.5,3.2,1.4,15.34,0.4,629,6.2,1.9,7.1,1.9,15.24,0.42,1.6282,1.662,29.5814,0.0387,14.7533,1.6282,1.6365,120.6273,0.0761,11.5523,0.02,1e-05,Z,,,
17247918,0.481867,0.481865,0.481866,0.999996,362,4.9,1.8,4.9,1.8,15.83,0.74,413,41.5,4.6,41.5,4.6,15.88,0.72,2.0753,2.1092,29.4985,0.0392,7.9214,2.0753,2.1115,27.5672,0.0238,7.9255,0.02,0.0,,Z,5.0,period
17275627,0.537775,0.537771,0.537773,0.999993,563,7.8,2.1,8.4,2.0,15.13,0.74,474,27.7,4.8,28.2,4.8,15.08,1.0,1.8595,1.8934,29.5029,0.0502,13.095,1.8595,1.9311,13.9665,0.0201,13.1091,0.26,1e-05,,Z,7.0,amp
17302403,0.488261,0.488343,0.488302,1.000168,328,11.0,2.0,30.4,3.1,15.19,0.73,629,74.4,6.4,166.4,9.0,15.25,0.63,2.0481,2.1187,14.1653,0.0494,9.7174,2.0477,2.0703,44.3754,0.0131,17.8729,0.1,0.00017,,Z,10.0,period
17475914,0.539073,0.539089,0.539081,1.00003,333,3.8,1.6,6.7,1.8,15.48,0.85,249,31.2,3.7,35.2,3.6,15.42,1.2,1.855,1.9288,13.5492,0.0934,11.2063,1.855,1.9289,13.5373,0.0188,13.2301,0.35,3e-05,,Z,6.0,period
17544856,0.614297,0.614296,0.614296,0.999998,533,9.6,2.0,9.5,2.1,14.73,0.59,537,20.9,3.4,20.9,3.4,14.78,0.77,1.6279,1.6618,29.5072,0.0408,10.6021,1.6279,1.6327,206.3983,0.0063,10.3555,0.18,0.0,,Z,10.0,amp
17555840,0.518813,0.518836,0.518824,1.000044,545,3.5,1.5,3.7,1.5,16.46,0.7,493,38.5,5.0,42.3,4.9,16.47,0.63,1.9275,1.9613,29.5902,0.039,11.4546,1.9274,1.9303,347.2222,0.0194,10.056,0.07,4e-05,,Z,6.0,period
17635845,0.534016,0.534026,0.534021,1.000019,491,25.0,3.1,35.6,3.3,13.83,0.93,54,7.4,1.8,6.0,1.7,13.85,0.92,1.8726,1.9065,29.5159,0.0388,9.6886,1.8726,1.8822,104.2209,0.0635,5.367,0.01,2e-05,Z,,,
19775800,0.310856,0.310867,0.310862,1.000035,292,2.2,1.3,2.7,1.3,15.69,0.46,2583,15.1,2.7,27.7,3.8,15.6,0.6,3.2169,3.2846,14.77,0.0215,10.4309,3.2168,3.3225,9.463,0.0004,17.3314,0.14,4e-05,,Z,5.0,period
21134069,0.559149,0.559159,0.559154,1.000018,561,4.8,1.5,4.8,1.5,16.39,0.54,60,35.5,5.2,36.1,5.0,16.39,1.02,1.7884,1.8223,29.5159,0.0262,11.4556,1.7884,1.7912,355.8719,0.14,7.1838,0.48,2e-05,,Z,5.0,amp
21289833,0.655388,0.655403,0.655396,1.000023,269,8.9,2.1,9.1,2.0,15.84,0.7,1208,46.6,4.8,47.1,4.8,15.78,0.68,1.5258,1.5935,14.7689,0.0609,5.6754,1.5258,1.5392,74.5434,0.0071,10.8316,0.02,2e-05,,Z,5.0,period
21474739,0.462885,0.462875,0.46288,0.999978,512,11.1,1.8,18.7,2.0,14.33,0.83,469,6.3,2.0,11.0,2.2,14.29,0.81,2.1604,2.2392,12.6855,0.0665,18.0862,2.1604,2.1633,344.2341,0.0111,18.093,0.02,2e-05,,Z,8.0,period
21488669,0.501644,0.501661,0.501653,1.000034,473,10.9,1.9,13.0,1.8,15.5,0.68,449,52.6,5.7,55.2,5.6,15.47,0.61,1.9934,2.0026,108.9918,0.0946,15.9093,1.9934,1.9981,211.1932,0.0313,17.1139,0.07,3e-05,,Z,8.0,period
21556651,0.614826,0.614808,0.614817,0.999971,572,6.5,1.8,7.5,2.0,15.55,0.66,450,19.1,3.1,20.7,3.1,15.58,0.57,1.6265,1.663,27.3523,0.0608,14.3024,1.6265,1.6295,335.5705,0.013,8.5717,0.09,3e-05,,Z,11.0,period
21619184,0.557343,0.55732,0.557332,0.999959,335,10.1,2.3,12.8,2.6,15.02,0.68,605,21.3,3.7,27.7,3.5,14.93,0.64,1.7942,1.8309,27.2926,0.0625,11.6209,1.7943,1.7972,341.2969,0.0059,13.1416,0.04,4e-05,,Z,10.0,period
21640723,0.650454,0.650489,0.650472,1.000054,460,2.0,1.0,2.7,1.2,16.27,0.6,431,15.6,2.8,22.5,3.4,16.31,0.6,1.5374,1.6067,14.4248,0.0604,5.2817,1.5373,1.6065,14.4561,0.0155,6.2411,0.0,5e-05,,Z,6.0,period
21688272,0.304803,0.30479,0.304796,0.999957,263,10.4,2.3,13.6,2.5,14.86,0.43,498,5.9,1.8,19.2,2.7,14.82,0.56,3.2808,3.3515,14.1493,0.0264,16.9207,3.281,3.2859,203.4588,0.005,17.0291,0.13,4e-05,,L,5.0,period
21806402,0.592081,0.592104,0.592092,1.000039,592,7.4,1.6,8.6,1.7,15.33,0.55,260,90.8,6.2,93.7,6.1,15.48,0.69,1.689,1.7228,29.5902,0.0515,13.4738,1.6889,1.7033,69.541,0.0038,6.9602,0.14,4e-05,,Z,6.0,period
21874209,0.611295,0.611286,0.61129,0.999985,593,17.9,2.5,18.1,2.5,15.12,0.59,201,67.6,5.9,68.6,5.7,15.09,0.88,1.6359,1.6698,29.4985,0.0793,16.2134,1.6359,1.6887,18.952,0.0094,9.0572,0.29,1e-05,,Z,7.0,amp
21907874,0.536115,0.536121,0.536118,1.000011,541,10.5,2.0,10.5,1.9,15.53,0.59,131,92.5,5.2,93.0,5.2,15.44,0.91,1.8653,1.934,14.5423,0.054,17.4388,1.8653,1.87,208.7683,0.0351,12.6308,0.32,1e-05,,Z,7.0,amp
21947560,0.480496,0.480497,0.480496,1.000002,322,12.7,2.5,12.7,2.5,14.89,0.76,540,34.4,4.2,34.7,4.1,14.75,0.88,2.0812,2.119,26.4306,0.0325,6.8567,2.0812,2.1204,25.4972,0.0125,22.8433,0.12,0.0,,Z,6.0,amp
21948290,0.511127,0.511115,0.511121,0.999977,354,11.9,2.3,14.5,2.2,15.39,0.76,596,14.7,2.4,16.6,2.7,15.28,0.81,1.9565,1.9796,43.2339,0.0612,8.8706,1.9565,1.9796,43.3557,0.0138,20.4759,0.05,2e-05,L,,,
21948919,0.584462,0.584462,0.584462,1.0,396,4.7,1.8,4.7,1.8,14.9,0.59,536,7.5,2.6,7.5,2.6,14.81,0.65,1.711,1.7138,357.7818,0.0661,14.2209,1.711,1.714,332.2259,0.0072,10.9629,0.06,0.0,,Z,9.0,amp
21966412,0.684606,0.684615,0.68461,1.000013,289,1.0,0.7,1.0,0.7,15.97,0.35,581,1.4,1.1,1.6,1.1,15.88,0.35,1.4607,1.4887,35.6633,0.054,10.4036,1.4607,1.4825,45.8295,0.0088,10.5058,0.0,1e-05,L,,,
21967825,0.540607,0.5406,0.540604,0.999987,263,6.7,1.8,6.7,1.8,15.58,0.63,363,60.2,4.7,61.6,4.5,15.51,0.97,1.8498,1.9263,13.0736,0.0904,8.2069,1.8498,1.9263,13.0745,0.0198,10.9606,0.34,1e-05,,Z,7.0,amp
22034371,0.530768,0.530754,0.530761,0.999974,268,3.5,1.3,4.3,1.3,15.6,1.03,539,6.9,1.8,17.8,2.0,15.47,1.36,1.8841,1.9001,62.383,0.0866,8.1233,1.8841,1.9434,16.8535,0.0082,18.1621,0.33,3e-05,L,,,
22244513,0.604149,0.604077,0.604113,0.999881,330,9.2,2.5,16.4,3.0,15.54,0.45,265,130.0,8.1,172.4,9.0,15.48,0.78,1.6552,1.6951,25.0627,0.0391,8.1595,1.6554,1.6736,54.8697,0.005,8.6612,0.33,0.00012,,Z,11.0,period
22272582,0.745917,0.745924,0.74592,1.000009,344,0.7,0.7,0.7,0.7,16.29,0.74,76,2.4,1.2,2.2,1.3,16.37,0.64,1.3406,1.3773,27.3075,0.0757,9.7764,1.3406,1.3456,199.6008,0.105,6.9194,0.1,1e-05,Z,,,
22319996,0.479505,0.479495,0.4795,0.999979,514,20.6,2.6,25.7,2.8,15.02,0.85,325,57.8,4.9,65.2,4.8,15.01,0.87,2.0855,2.1255,24.9969,0.037,14.1393,2.0855,2.1269,24.1546,0.0084,15.8739,0.02,2e-05,,Z,5.0,period
22518636,0.283996,0.283998,0.283997,1.000007,546,3.5,1.8,3.7,1.8,15.32,0.43,617,8.3,3.0,8.6,3.1,15.31,0.41,3.5212,3.5551,29.5029,0.0308,21.3104,3.5212,3.5267,181.3237,0.0102,23.9308,0.02,1e-05,,Z,8.0,period
22542105,0.574095,0.57411,0.574102,1.000026,537,19.7,3.2,20.8,3.0,14.51,0.56,402,13.6,2.2,15.5,2.3,14.41,0.56,1.7419,1.7757,29.5334,0.0495,13.558,1.7418,1.7473,181.1594,0.013,13.5903,0.0,3e-05,,L,7.0,period
22639551,0.661227,0.661226,0.661226,0.999998,298,4.9,2.0,5.0,2.0,14.24,0.56,316,4.9,1.6,4.9,1.6,14.3,0.78,1.5123,1.5315,52.233,0.0721,9.345,1.5123,1.5206,120.9921,0.0074,9.7295,0.22,0.0,L,,,
22705180,0.487561,0.487564,0.487562,1.000006,317,0.9,0.9,0.9,0.9,15.67,1.11,206,10.1,2.1,7.9,2.1,15.52,1.41,2.051,2.0752,41.3907,0.0835,7.0724,2.051,2.078,37.0576,0.0177,7.1831,0.3,1e-05,L,,,
22714229,0.327808,0.32781,0.327809,1.000006,282,16.1,3.3,16.4,3.2,14.34,0.33,518,1.5,1.2,1.6,1.2,14.23,0.5,3.0506,3.1211,14.1733,0.0483,19.3933,3.0505,3.073,44.5236,0.0035,14.0379,0.17,1e-05,,L,5.0,amp
22828215,0.574536,0.574535,0.574536,0.999998,585,12.5,1.5,12.5,1.5,14.69,0.72,45,5.9,1.4,5.8,1.4,14.65,0.6,1.7405,1.7744,29.5377,0.0607,14.6199,1.7405,1.7454,207.0393,0.0586,7.0326,0.12,0.0,Z,,,
22924523,0.583239,0.583138,0.583188,0.999827,308,1.4,1.1,16.0,2.5,15.82,0.9,113,3.2,1.7,119.5,6.7,15.72,1.26,1.7146,1.7958,12.3145,0.0735,2.566,1.7149,1.7177,347.8261,0.0621,13.0708,0.36,0.00017,,,6.0,period
22944851,0.582094,0.582078,0.582086,0.999973,323,2.2,1.0,2.3,1.1,16.11,0.56,349,15.1,2.6,18.6,2.9,16.17,0.83,1.7179,1.7545,27.3785,0.0634,9.1627,1.718,1.7209,341.2969,0.0126,22.3706,0.27,3e-05,,Z,6.0,period
22959674,0.405333,0.405409,0.405371,1.000188,274,3.8,1.8,8.5,3.0,15.82,0.3,556,21.6,3.8,40.3,6.6,15.77,0.31,2.4671,2.5377,14.1733,0.0249,5.8527,2.4666,2.4802,73.9919,0.0043,9.9628,0.01,0.00019,,Z,12.0,period
22980793,0.540348,0.540353,0.54035,1.000009,591,9.8,1.9,11.6,1.9,14.67,1.01,712,17.3,2.8,19.4,2.8,14.65,0.96,1.8507,1.8846,29.4768,0.0718,14.3254,1.8506,1.9267,13.1527,0.0234,12.5334,0.05,1e-05,,Z,8.0,period
23002449,0.710273,0.710253,0.710263,0.999972,293,2.5,1.0,2.6,1.0,16.12,0.61,882,10.2,2.2,11.8,2.4,16.13,0.8,1.4079,1.4711,15.8203,0.0426,7.5977,1.4079,1.4712,15.8215,0.0029,7.8672,0.19,3e-05,,Z,6.0,period
23032545,0.480424,0.480431,0.480428,1.000015,302,20.2,3.0,21.2,3.0,14.93,0.84,796,31.9,4.1,31.4,4.2,14.78,0.83,2.0815,2.1492,14.7656,0.0493,9.108,2.0815,2.1208,25.4194,0.0112,25.4806,0.01,1e-05,,Z,5.0,period
23135759,0.40273,0.402732,0.402731,1.000005,552,22.1,4.2,22.1,4.1,14.76,0.32,342,27.7,4.4,27.6,4.4,14.71,0.34,2.4831,2.517,29.4898,0.0585,25.8363,2.483,2.4887,178.2531,0.0064,8.3872,0.02,0.0,,Z,12.0,period
23148883,0.39013,0.390124,0.390127,0.999985,491,3.3,1.4,3.4,1.5,15.96,0.35,242,29.9,4.8,30.2,4.7,15.97,0.51,2.5632,2.5972,29.4724,0.0233,19.8298,2.5633,2.5744,90.0901,0.0034,11.8897,0.16,2e-05,,Z,5.0,amp
23157974,0.557566,0.557544,0.557555,0.999961,444,3.5,1.3,3.9,1.2,16.3,0.65,88,43.0,4.4,45.1,5.1,16.35,0.6,1.7935,1.8301,27.3038,0.041,8.1197,1.7936,1.8742,12.3977,0.0469,5.7259,0.05,4e-05,,Z,5.0,period
23184808,0.338821,0.338888,0.338854,1.000198,540,1.9,1.0,10.8,3.0,15.93,0.42,253,40.8,5.7,151.1,14.8,15.94,0.48,2.9514,2.9852,29.5639,0.0328,22.0331,2.9508,2.9782,36.5297,0.0019,8.7578,0.06,0.0002,,Z,8.0,period
23193507,0.473158,0.473174,0.473166,1.000034,559,54.2,3.4,80.2,3.8,14.38,0.78,208,42.8,4.6,57.4,4.6,14.22,1.13,2.1135,2.1688,18.0717,0.0563,17.6388,2.1134,2.1687,18.0783,0.0154,18.2139,0.35,3e-05,,Z,16.0,period
23223856,0.586642,0.586647,0.586644,1.000009,266,22.7,3.4,22.3,3.4,14.87,0.64,452,28.8,3.7,29.2,3.8,14.87,0.68,1.7046,1.7113,149.5886,0.0452,6.9438,1.7046,1.767,16.0372,0.0186,13.8809,0.04,1e-05,,L,5.0,period
23252474,0.451658,0.451674,0.451666,1.000035,287,3.6,1.2,3.9,1.2,16.12,0.88,434,50.4,4.9,51.6,5.1,16.24,0.72,2.2141,2.2506,27.3486,0.0526,8.2493,2.214,2.2223,120.4094,0.0064,9.1614,0.16,4e-05,,Z,7.0,period
23555046,0.514364,0.514357,0.51436,0.999986,303,9.8,2.1,11.7,2.2,15.03,0.91,444,46.4,4.5,49.0,4.9,14.96,0.84,1.9441,1.9735,34.0832,0.0759,9.3305,1.9442,1.9735,34.1472,0.0217,23.2646,0.07,1e-05,,Z,6.0,amp
23596342,0.602841,0.602846,0.602844,1.000008,286,1.8,1.2,1.9,1.2,16.28,0.41,287,15.6,2.9,15.7,2.9,16.39,0.63,1.6588,1.6762,57.5209,0.0517,8.2285,1.6588,1.6719,76.0456,0.0067,11.8652,0.22,1e-05,L,,,
23603002,0.841299,0.84126,0.84128,0.999954,315,3.9,1.3,5.2,1.7,15.32,0.44,365,8.1,2.3,11.0,2.7,15.27,0.39,1.1886,1.2069,54.7196,0.1016,12.3386,1.1887,1.1929,237.2479,0.014,9.4723,0.05,5e-05,L,,,
23604060,0.469075,0.469102,0.469088,1.000058,344,22.4,3.6,26.7,3.7,14.77,0.78,464,89.2,7.4,115.8,7.6,14.7,0.77,2.1319,2.2313,10.0528,0.0447,5.6299,2.1317,2.1962,15.5051,0.0103,14.6795,0.01,6e-05,,Z,16.0,period
23624228,0.364453,0.364454,0.364454,1.000003,295,23.2,3.8,23.2,3.7,15.03,0.32,471,30.6,5.3,30.6,5.3,14.94,0.35,2.7438,2.8143,14.1854,0.0153,6.6595,2.7438,2.7655,46.1574,0.002,9.8599,0.03,0.0,,Z,12.0,period
23653629,0.442052,0.442055,0.442054,1.000007,299,15.8,2.4,16.0,2.4,15.57,0.82,516,47.4,4.4,47.6,4.5,15.63,0.74,2.2622,2.333,14.1233,0.0305,4.7632,2.2622,2.2839,46.0405,0.0054,11.9482,0.08,1e-05,,Z,6.0,amp
23753803,0.60101,0.601007,0.601008,0.999995,257,4.7,1.8,4.8,1.8,14.9,0.56,570,10.9,2.3,10.8,2.4,14.96,0.74,1.6639,1.7316,14.7656,0.0559,5.7737,1.6639,1.6687,206.3983,0.0017,8.8183,0.18,0.0,,Z,10.0,amp
23898397,0.563018,0.562989,0.563004,0.999948,323,7.0,1.6,9.9,1.8,15.53,0.69,439,38.5,3.5,41.3,4.2,15.57,0.6,1.7761,1.7793,318.4713,0.077,8.8803,1.7762,1.8094,30.1477,0.0062,10.1214,0.09,5e-05,L,,,
24019356,0.517473,0.51746,0.517467,0.999975,574,4.2,1.5,4.8,1.5,16.02,0.73,158,44.2,4.6,49.0,4.5,16.05,0.91,1.9325,1.969,27.3973,0.0614,19.2484,1.9325,1.9677,28.4576,0.0154,14.7786,0.18,3e-05,,Z,7.0,period
24020106,0.542397,0.542396,0.542396,0.999998,584,16.0,2.9,16.0,2.9,15.42,0.52,209,54.3,4.5,54.3,4.5,15.27,0.95,1.8437,1.8776,29.4855,0.0433,10.8738,1.8437,1.9232,12.5778,0.0101,9.6939,0.43,0.0,,Z,7.0,amp
24050838,0.350489,0.350489,0.350489,1.0,252,12.7,2.6,12.7,2.6,15.39,0.49,463,73.1,8.4,73.1,8.4,15.49,0.47,2.8532,2.9209,14.7623,0.0233,6.8146,2.8532,2.8579,209.205,0.0015,12.2869,0.02,0.0,,Z,5.0,period
24061070,0.562641,0.562643,0.562642,1.000004,251,1.5,1.1,1.4,1.1,15.12,0.84,78,2.2,1.4,2.1,1.4,15.07,0.81,1.7773,1.8451,14.7504,0.0557,6.9338,1.7773,1.7964,52.4934,0.1068,8.1908,0.03,0.0,Z,,,
24216004,0.382077,0.381912,0.381994,0.999568,546,6.5,1.9,9.2,3.1,16.03,0.3,287,110.6,7.8,188.7,18.5,16.1,0.44,2.6173,2.6511,29.5596,0.0173,12.3717,2.6184,2.6244,167.2241,0.0049,13.3851,0.14,0.00043,,Z,10.0,period
24257481,0.291239,0.291218,0.291228,0.999928,303,43.1,5.7,67.1,7.8,14.81,0.38,397,39.9,7.2,52.1,8.1,14.84,0.42,3.4336,3.4701,27.4048,0.018,10.5892,3.4339,3.4394,180.6685,0.0066,12.1123,0.04,7e-05,,Z,16.0,period
