LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_rms,L_chi2dof,L_chi2dofR,Lmean_rms,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Z_rms,Zchi2dof,Zchi2dofR,Zmean_rms,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
3218931,0.693979,0.693939,0.693959,0.999942,274,0.0499011100764189,28.8,2.6,0.0499197256042523,32.7,2.6,14.24,0.79,171,0.0473405255838957,5.5,2.2,0.0468478024285794,7.8,2.1,14.28,0.59,1.441,1.5088,14.7395,0.0912,2.4484,1.4411,1.446,203.666,0.0197,8.6264,0.2,6e-05,,L,6.0,period
3219035,0.326746,0.326509,0.326627,0.999275,376,0.2276583527119551,23.9,3.9,0.8243722771123498,51.5,7.6,14.83,0.32,168,0.1393036719935862,11.5,2.6,0.3594969252068888,39.5,5.0,14.93,0.23,3.0605,3.1287,14.6692,0.0327,10.1934,3.0627,3.0661,294.1176,0.02,12.0769,0.09,0.00073,,Z,11.0,period
3377349,0.584204,0.584209,0.584206,1.000009,547,0.0397967823485357,6.9,1.6,0.037701293065731,6.6,1.5,14.71,0.64,47,0.0269413798679002,1.0,1.1,0.0230299660942166,0.9,1.0,14.69,0.54,1.7117,1.7457,29.4377,0.0616,17.795,0.9999,1.0031,318.9793,0.4283,17.5627,0.1,1e-05,Z,,,
3589854,0.612893,0.612953,0.612923,1.000098,468,0.1100567167418435,29.1,3.9,0.1687149973507319,47.9,5.2,14.57,0.49,45,0.1158212714274583,34.1,3.8,0.1333128004702836,43.3,4.3,14.52,0.39,1.6316,1.6656,29.4031,0.0565,15.3618,1.3169,1.3741,17.4978,0.1024,4.2129,0.1,0.0001,,Z,11.0,period
3591037,0.558643,0.558609,0.558626,0.999939,449,0.0746887418705516,5.4,1.3,0.1120091052825338,12.5,1.7,15.69,0.76,45,0.0471169956583523,7.1,2.0,0.0642282324915868,12.2,2.6,15.71,0.59,1.7901,1.7929,352.1127,0.0622,13.9545,1.3964,1.4181,46.1361,0.0924,5.5436,0.17,6e-05,Z,,,
3666049,0.528692,0.528697,0.528695,1.000009,507,0.0698444684535036,0.6,0.8,0.0709280042160038,0.7,0.8,16.25,0.91,45,0.0273507667077202,1.5,1.1,0.02809938920909,1.5,1.2,16.32,0.7,1.8915,1.9254,29.4898,0.0499,12.5177,0.9457,0.9647,52.687,0.2121,10.0806,0.21,1e-05,Z,,,
3787533,0.687319,0.343659,0.515489,0.499999,507,0.1690449531233182,5.5,2.0,0.6981011906552584,23.6,4.5,15.41,0.36,45,0.0611265895025187,1.8,1.4,0.3094734949194394,53.0,6.9,15.51,0.29,1.4549,1.4719,58.9275,0.0864,21.0512,1.0027,1.0354,30.5717,0.3223,8.456,0.07,0.66667,L,,,
3797767,0.613224,0.613213,0.613218,0.999982,536,0.055316864376908,6.0,1.5,0.0514358898568604,6.1,1.5,15.1,0.64,44,0.0541373001066358,4.7,1.7,0.0626352140407813,5.1,2.0,15.08,0.53,1.6307,1.6647,29.4377,0.0908,14.6752,0.8153,0.8248,105.4296,0.1486,6.0794,0.11,2e-05,Z,,,
3798134,1.25088,0.416945,0.833912,0.333321,521,0.1657462789451658,2.1,1.2,0.1738789821713344,2.3,1.1,16.11,0.44,45,0.0854445167687662,3.0,1.3,0.0968098441914197,2.4,1.7,16.28,0.27,0.7994,0.8107,88.4564,0.144,18.951,1.1992,1.2386,25.3614,0.0671,6.0372,0.17,1.00003,L,,,
3898889,0.633548,0.31677,0.475159,0.499994,442,0.1514815017044996,1.3,1.1,1.3471513017468535,8.0,3.4,16.15,0.43,48,0.0478167720096471,2.5,1.0,0.4734171107989693,43.4,8.0,16.25,0.33,1.5784,1.5954,59.0319,0.07,16.1503,1.0002,1.0459,21.8962,0.055,2.6207,0.1,0.66668,L,,,
3941776,0.532222,0.532209,0.532216,0.999976,271,0.0849813684972384,18.8,2.8,0.0860354780883889,21.2,2.9,14.88,0.77,45,0.0841669519636859,21.4,3.6,0.0770345416362265,20.8,3.3,14.94,0.54,1.8789,1.9253,21.5564,0.065,9.3459,1.0001,1.0396,25.2685,0.1443,4.1216,0.23,2e-05,,Z,10.0,amp
4136438,0.517298,0.517307,0.517302,1.000017,458,0.0605608470166391,1.2,0.8,0.0671168175893265,1.5,0.9,16.01,0.94,48,0.0170754458426141,1.2,0.7,0.0145547180207665,1.0,0.6,16.13,0.74,1.9331,1.936,352.1127,0.0933,14.5651,1.0031,1.0062,320.0,0.1079,6.8177,0.2,2e-05,Z,,,
4139829,0.584193,0.584179,0.584186,0.999976,464,0.0881594098543572,1.2,1.0,0.0922113305163984,1.3,0.9,16.14,0.75,43,0.0371279234689584,2.2,1.3,0.0303856682995493,1.8,1.2,16.21,0.56,1.7118,1.7146,356.5062,0.1574,15.9235,1.7118,1.7153,287.7698,0.0715,6.7181,0.19,2e-05,Z,,,
4182729,0.681458,0.681461,0.68146,1.000004,299,0.0524278412695954,1.6,1.1,0.0539837673522993,1.6,1.2,14.93,0.54,334,0.0448640782489825,2.4,1.3,0.0452627774222799,2.4,1.3,14.89,0.43,1.4674,1.4722,211.8644,0.057,7.4245,1.4675,1.4703,345.4231,0.0626,13.0882,0.11,0.0,L,,,
4331112,0.659718,0.329859,0.494788,0.5,478,0.0573485712337759,2.2,1.3,0.8704564072353304,69.2,10.1,14.73,0.34,45,0.0474985327329215,2.7,1.1,0.2703835950632313,40.3,6.9,14.76,0.27,1.5158,1.5328,58.9797,0.1145,23.2709,3.0316,3.125,10.7072,0.0254,4.9857,0.07,0.66667,L,,,
4359545,0.514304,0.514305,0.514304,1.000002,278,0.1367601925440798,19.8,2.9,0.1367601925440798,19.8,2.9,15.32,0.69,156,0.0950388782564262,20.0,3.8,0.0949232050048847,19.7,3.7,15.37,0.51,1.9444,2.0028,17.1086,0.0432,4.3282,1.9444,1.9735,34.3761,0.0195,11.9568,0.18,0.0,,Z,10.0,amp
4545362,0.52132,0.521322,0.521321,1.000004,483,0.0680745510644445,1.3,1.0,0.0664582802517355,1.4,1.0,15.92,0.96,45,0.0196656425985491,1.3,1.0,0.0195363653525129,1.4,1.0,16.06,0.72,1.9182,1.952,29.634,0.0608,13.004,2.0003,2.0049,219.539,0.4133,44.9517,0.24,0.0,Z,,,
4546177,0.536335,0.536311,0.536323,0.999955,255,0.1457434764395732,20.2,3.3,0.1482517466858078,22.8,3.3,15.09,0.76,45,0.0983990329582291,19.4,4.5,0.0926497678094839,19.2,4.5,15.25,0.53,1.8645,1.9337,14.4592,0.1093,8.5173,1.8647,1.9338,14.4781,0.0562,6.2045,0.23,4e-05,,Z,10.0,amp
4547090,0.612285,0.612341,0.612313,1.000091,511,0.0326759941985469,5.5,1.1,0.0860551937782017,29.5,2.8,14.94,0.9,45,0.0440488693883921,10.3,2.5,0.0440723513285445,8.8,2.8,15.04,0.65,1.6332,1.6671,29.5116,0.0977,15.5603,1.0022,1.0455,23.1,0.1029,3.5866,0.25,9e-05,,Z,6.0,period
4600749,0.513403,0.51341,0.513407,1.000014,576,0.0494924676686684,2.4,1.2,0.0503777503255828,2.2,1.3,15.39,1.0,48,0.0258067911978217,1.7,1.6,0.0251110149671884,2.1,1.6,15.51,0.78,1.9478,1.9661,54.6299,0.0494,4.8896,2.0032,2.0313,35.6062,0.0762,7.9246,0.22,1e-05,Z,,,
4620408,0.803871,0.803872,0.803872,1.000001,582,0.1070699462121952,1.5,1.1,0.108003429137207,1.5,1.2,15.62,0.38,48,0.0341315836610167,1.5,0.9,0.0341315836610167,1.5,0.9,15.63,0.32,1.244,1.2468,357.1429,0.0949,16.3557,2.0024,2.0269,40.7997,0.0594,7.3103,0.06,0.0,Z,,,
4645153,0.657413,0.328705,0.493059,0.499998,610,0.246886411609135,192.8,10.9,0.973346668246928,395.2,22.6,14.0,0.33,48,0.0403979331475295,1.1,0.9,0.3964469961374944,54.2,8.4,13.89,0.26,1.5211,1.5381,59.0319,0.0242,11.6991,3.0423,3.1307,11.3065,0.031,5.6512,0.07,0.66667,,L,8.0,period
4670587,0.357698,0.715393,0.536546,1.999992,555,0.2190855687228528,31.8,4.1,0.810478647067657,77.4,6.9,15.01,0.38,46,0.1825935741692359,23.3,4.4,0.2386352417437207,49.5,4.4,15.01,0.36,2.7957,2.7985,355.8719,0.0312,22.2632,0.9319,0.9657,29.6077,0.1308,6.1478,0.02,0.66666,,Z,12.0,period
4912051,0.571577,0.571435,0.571506,0.999752,638,0.1480967267654705,9.4,2.1,0.2694129125357141,24.7,2.9,15.61,0.63,45,0.1466565391549391,36.5,4.9,0.1729129195238086,40.2,5.4,15.74,0.42,1.7495,1.7835,29.4855,0.0387,11.1132,2.0034,2.0944,10.986,0.0632,4.6086,0.21,0.00025,,Z,7.0,period
5037484,0.622999,0.622996,0.622998,0.999995,376,0.0474472663885891,3.2,1.4,0.0469422180726461,3.1,1.4,15.04,0.89,47,0.0184307158413101,1.3,1.1,0.0166459079655533,1.3,1.0,15.11,0.74,1.6051,1.6405,28.3046,0.0461,8.5066,1.6051,1.6237,53.8938,0.0586,6.9242,0.15,0.0,Z,,,
5095929,0.280684,0.280683,0.280684,0.999996,288,0.2289531607844867,0.9,0.8,0.2289531607844867,0.9,0.8,16.63,0.32,51,0.0784470507002398,2.1,1.4,0.0790390065514837,2.2,1.4,16.53,0.31,3.5627,3.6304,14.7743,0.0074,7.6702,1.1876,1.1966,111.4827,0.0934,8.9776,0.01,0.0,Z,,,
5222353,0.339503,0.650435,0.494969,1.915845,577,0.2118031423044458,1.3,0.9,1.3174273981673266,3.6,1.9,15.96,0.18,45,0.0206967277203712,2.1,1.0,0.3947527210199955,108.9,11.2,15.4,0.52,2.9455,2.9793,29.5334,0.0226,25.2552,1.5375,1.6066,14.4707,0.0813,2.243,0.34,0.62818,,,6.0,period
5230123,0.339508,0.650435,0.494972,1.915816,573,0.3446440372780341,70.5,7.7,1.4635367438235862,134.4,11.8,14.21,0.22,45,0.0206967277203712,2.1,1.0,0.440271155340184,110.4,11.7,15.4,0.52,2.9454,2.9793,29.5029,0.0157,25.8168,1.5375,1.6066,14.4707,0.0813,2.243,0.3,0.62817,,L,9.0,period
5272753,0.485827,0.485831,0.485829,1.000008,601,0.0373204491087362,1.5,0.9,0.0404739822095601,1.5,1.0,15.43,1.09,48,0.0274725773284998,3.5,1.6,0.0301083250613328,3.1,1.8,15.56,0.79,2.0583,2.0861,35.9777,0.0533,14.7049,2.0029,2.0399,26.9869,0.0438,5.4928,0.3,1e-05,L,,,
5308380,0.609172,0.609169,0.609171,0.999995,487,0.1005733443858847,1.6,1.1,0.1044325240269276,1.6,1.2,16.03,0.69,51,0.0262377817777206,1.4,1.1,0.0256105992489906,1.3,1.1,16.19,0.63,1.6416,1.6755,29.5116,0.0514,12.0085,1.6416,1.663,46.62,0.0636,7.6055,0.06,0.0,Z,,,
5374444,0.361871,0.361869,0.36187,0.999994,329,0.1934306327030606,3.0,1.5,0.186346089719407,3.0,1.5,15.99,0.35,47,0.0879856333979876,7.5,2.3,0.0908418731862743,7.4,2.3,15.96,0.35,2.7634,2.8339,14.1804,0.0197,9.7332,2.7634,2.7821,53.5762,0.056,9.3225,0.0,1e-05,Z,,,
5549773,0.374917,0.374914,0.374916,0.999992,533,0.0908883145126392,0.6,0.7,0.0916782581200323,0.6,0.7,16.02,0.38,45,0.0387322840281059,0.9,0.9,0.0462210254633886,0.9,1.0,16.01,0.28,2.6673,2.7012,29.4681,0.0441,20.1079,2.6673,2.6704,320.5128,0.0681,11.7385,0.1,1e-05,Z,,,
5749985,0.606284,0.60629,0.606287,1.00001,340,0.110298811707468,1.0,0.8,0.1062095636398639,1.0,0.8,16.19,0.45,51,0.0304788110673449,1.1,0.7,0.0319173527815266,1.1,0.7,16.15,0.35,1.6494,1.7171,14.7612,0.0639,7.5675,1.6494,1.6533,254.1296,0.0502,6.7386,0.1,1e-05,Z,,,
5895287,0.539169,0.539184,0.539176,1.000028,522,0.0953663155453932,5.2,1.7,0.0979940619292697,6.4,1.8,15.53,0.75,45,0.0709824026344161,13.7,3.0,0.0753145023866393,14.0,3.2,15.65,0.52,1.8547,1.8887,29.4594,0.0689,14.0426,1.8547,1.8773,44.1112,0.0533,5.0135,0.23,3e-05,Z,,,
5931160,0.6647,0.664708,0.664704,1.000012,587,0.0511306764252143,0.9,0.8,0.0478784379987097,0.9,0.8,15.17,0.35,45,0.0380765985018731,1.0,0.9,0.0464217415317065,1.0,1.0,15.1,0.26,1.5044,1.5383,29.5421,0.0822,14.5345,1.5044,1.5162,84.4951,0.0545,5.8301,0.09,1e-05,Z,,,
6196048,0.576934,0.681117,0.629026,1.18058,256,0.0342779560946038,41.6,3.0,0.4973896130229573,648.8,20.5,13.62,0.82,61,0.0498868571636798,1.7,1.3,0.7846849184457736,67.7,11.1,14.95,0.27,1.7333,1.77,27.2183,0.0569,7.8041,1.4682,1.5045,27.5065,0.0383,5.9948,0.55,0.16563,,L,8.0,period
6668961,0.562697,0.28135,0.422024,0.500003,465,0.094925236531937,0.8,0.7,1.1548008664030471,6.7,3.0,16.4,0.46,51,0.1013441213231245,4.1,2.3,0.4251310608039835,40.6,7.0,16.47,0.36,1.7772,1.7941,58.9623,0.0541,18.8639,1.7772,1.8523,13.3094,0.1114,7.0149,0.1,0.66666,L,,,
