LINEAR id,Plinear,Pztf,Pmean,Pratio,NdataLINEAR,L_chi2dof,L_chi2dofR,Lmean_chi2dof,Lmean_chi2dofR,Lmmax,Lampl,NdataZTF,Zchi2dof,Zchi2dofR,Zmean_chi2dof,Zmean_chi2dofR,Zmmax,Zampl,MainPeakL,BlazhkoPeakL,BlazhkoPeriodL,BpowerRatioL,BsignificanceL,MainPeakZ,BlazhkoPeakZ,BlazhkoPeriodZ,BpowerRatioZ,BsignificanceZ,Ampl_diff,dP,IndicatorType,ChiType,BE_score,period_vs_amp
2453514,0.589288,0.589291,0.58929,1.000005,310,5.4,2.1,5.4,2.0,14.77,0.74,433,2.7,1.2,2.8,1.3,14.68,0.73,1.697,1.7307,29.6077,0.096,8.8239,1.697,1.7162,51.8403,0.0124,16.5363,0.01,1e-05,,,5.0,
2455568,0.594119,0.594092,0.594106,0.999955,337,7.7,2.0,15.1,2.4,14.79,0.62,448,6.4,2.1,12.0,2.6,14.75,0.57,1.6832,1.717,29.5946,0.0802,9.8075,1.6832,1.6862,339.5586,0.0102,9.9798,0.05,5e-05,,,5.0,
2458783,0.535195,0.535197,0.535196,1.000004,336,7.3,1.8,7.3,1.8,14.49,0.91,449,5.6,1.7,5.3,1.7,14.44,0.9,1.8685,1.9023,29.5247,0.0802,8.6145,1.8685,1.9356,14.8976,0.0226,16.1708,0.01,0.0,,,5.0,
2464031,0.592292,0.592293,0.592292,1.000002,336,0.6,0.7,0.6,0.7,16.39,0.6,136,1.7,0.9,1.8,1.0,16.37,0.47,1.6884,1.7167,35.2361,0.0691,8.1666,1.6884,1.6932,208.1165,0.0201,5.8812,0.13,0.0,L,,,
2512872,0.544139,0.54414,0.54414,1.000002,278,1.2,0.9,1.2,0.9,16.23,0.82,416,10.5,2.2,10.5,2.2,16.07,0.91,1.8378,1.9202,12.1256,0.0566,6.5857,1.8378,1.9202,12.1278,0.0223,7.6051,0.09,0.0,,,5.0,
2554750,0.281574,0.281572,0.281573,0.999993,285,2.1,1.1,2.1,1.2,15.23,0.39,317,2.0,1.2,1.9,1.3,15.17,0.4,3.5515,3.5853,29.5508,0.0566,26.6373,3.5515,3.5569,183.4862,0.0094,15.2367,0.01,1e-05,,Z,8.0,period
2574370,0.546512,0.546524,0.546518,1.000022,433,20.7,2.4,20.7,2.4,15.01,0.73,153,43.2,3.3,47.5,3.5,15.03,0.97,1.8298,1.8637,29.4551,0.0516,11.5507,1.8297,1.9162,11.5634,0.0174,3.5273,0.24,2e-05,,,5.0,
2587263,0.679631,0.679636,0.679634,1.000007,310,1.8,1.1,1.8,1.1,15.96,0.48,693,3.4,1.5,3.5,1.5,15.98,0.68,1.4714,1.5392,14.7569,0.078,4.0184,1.4714,1.534,15.9795,0.0121,7.8515,0.2,1e-05,,Z,10.0,amp
2612592,0.571562,0.571543,0.571552,0.999967,270,2.4,1.3,3.5,1.4,15.31,0.76,1391,24.8,2.8,27.7,2.9,15.26,0.7,1.7496,1.8173,14.7787,0.0978,5.8651,1.7496,1.7544,208.5506,0.0068,18.0944,0.06,3e-05,,,5.0,
2653982,0.607082,0.60711,0.607096,1.000046,534,1.3,1.0,7.2,1.5,15.43,1.01,294,8.3,2.1,15.7,2.3,15.44,0.92,1.6472,1.681,29.5989,0.1026,14.2957,1.6471,1.6526,182.3154,0.0313,14.4972,0.09,5e-05,,,5.0,
2657618,0.469873,0.469872,0.469872,0.999998,410,2.3,1.0,2.4,1.1,15.55,1.08,220,17.1,2.3,17.1,2.3,15.38,1.46,2.1282,2.191,15.9286,0.0767,13.7186,2.1282,2.191,15.9388,0.0229,24.1644,0.38,0.0,,,5.0,
2669011,0.591153,0.591151,0.591152,0.999997,450,2.4,1.1,2.3,1.1,15.03,0.66,41,1.5,0.7,1.5,0.7,15.05,0.5,1.6916,1.7256,29.4464,0.1033,14.9008,1.6916,1.7015,101.2146,0.0751,6.536,0.16,0.0,Z,,,
2672050,0.556544,0.556543,0.556544,0.999998,260,1.8,1.0,1.8,1.0,15.94,0.83,792,20.8,2.9,20.6,3.0,15.96,0.98,1.7968,1.8646,14.7427,0.0829,6.7096,1.7968,1.8032,156.0062,0.0027,12.1295,0.15,0.0,,,5.0,
2714034,0.610868,0.6108,0.610834,0.999889,536,2.4,1.5,6.4,1.9,15.69,0.46,323,2.7,1.2,27.0,3.2,15.52,0.54,1.637,1.6708,29.5989,0.0533,12.1025,1.6372,1.6427,182.6484,0.0343,14.062,0.08,0.00011,,Z,13.0,period
2723487,0.467606,0.467609,0.467608,1.000006,381,6.0,1.5,9.7,1.7,14.42,1.11,425,7.9,2.2,7.0,2.1,14.38,1.11,2.1386,2.2065,14.7243,0.0748,13.0748,2.1385,2.1415,333.8898,0.0143,14.7503,0.0,1e-05,,,5.0,
2742032,0.629676,0.629692,0.629684,1.000025,514,1.8,0.9,1.9,1.0,16.21,0.55,59,2.7,1.4,2.9,1.6,16.19,0.89,1.5881,1.6221,29.4681,0.0641,11.1962,1.5881,1.5956,133.2445,0.0602,7.4751,0.34,3e-05,Z,,,
2742544,0.60703,0.607044,0.607037,1.000023,496,2.1,1.2,2.4,1.1,15.57,0.59,311,11.2,2.5,12.8,2.4,15.52,0.6,1.6474,1.6812,29.577,0.0711,13.8205,1.6473,1.6529,179.5332,0.0214,16.3118,0.01,2e-05,,,5.0,
2766464,0.570559,0.570564,0.570562,1.000009,291,1.9,1.0,1.6,0.9,14.95,0.7,408,2.9,1.2,3.2,1.3,14.88,0.71,1.7527,1.7865,29.5727,0.0565,8.514,1.7527,1.7555,345.4231,0.0267,10.1901,0.01,1e-05,,Z,8.0,period
2766997,0.289881,0.289943,0.289912,1.000214,306,3.5,1.8,7.0,2.1,16.3,0.37,130,11.5,3.6,23.8,3.5,16.33,0.31,3.4497,3.4862,27.3635,0.0135,8.6894,3.449,3.4528,257.732,0.0128,10.1811,0.06,0.00021,,,5.0,
2792252,0.539197,0.539218,0.539208,1.000039,321,2.1,1.1,4.5,1.3,15.85,0.75,308,13.9,3.2,26.6,3.6,15.82,0.95,1.8546,1.9287,13.4998,0.0669,9.512,1.8545,1.9286,13.4998,0.018,10.6041,0.2,4e-05,,,5.0,
2807982,0.607957,0.607941,0.607949,0.999974,257,16.9,3.0,17.2,2.8,14.91,0.48,269,20.8,3.8,21.9,3.6,14.94,0.62,1.6449,1.7155,14.1453,0.0974,4.413,1.6449,1.6808,27.8552,0.0063,8.1072,0.14,3e-05,,,5.0,
2812086,0.646015,0.646,0.646008,0.999977,296,19.9,3.0,23.4,3.1,14.59,0.61,136,11.7,3.2,11.9,3.3,14.46,0.58,1.548,1.5781,33.173,0.051,7.6062,1.548,1.5519,258.7322,0.0694,10.848,0.03,2e-05,Z,,,
2819824,0.738408,0.738409,0.738408,1.000001,309,1.9,1.2,1.9,1.2,15.53,0.76,351,2.3,1.2,2.3,1.1,15.5,1.0,1.3543,1.4182,15.6397,0.0428,3.3186,1.3543,1.3576,297.619,0.0053,10.3218,0.24,0.0,,Z,10.0,amp
2826769,0.611934,0.611934,0.611934,1.0,309,2.4,1.3,2.4,1.3,15.09,0.48,368,3.4,1.4,3.4,1.4,15.15,0.71,1.6342,1.7019,14.7667,0.0398,4.1701,1.6342,1.6391,204.499,0.0072,13.8604,0.23,0.0,,Z,10.0,amp
2851826,0.521838,0.521842,0.52184,1.000008,257,1.6,1.0,1.7,1.0,15.74,0.95,653,18.1,2.5,19.7,2.5,15.63,1.21,1.9163,1.9595,23.1642,0.0985,8.7198,1.9163,1.9595,23.1374,0.0137,22.2937,0.26,1e-05,,,5.0,
2855834,0.444769,0.444779,0.444774,1.000022,262,3.6,1.5,8.6,1.4,14.72,1.15,671,16.6,2.7,40.1,2.8,14.49,1.56,2.2484,2.3191,14.1433,0.0679,6.0888,2.2483,2.2531,208.1165,0.0019,15.9853,0.41,2e-05,,,5.0,
2857355,0.62687,0.626854,0.626862,0.999974,279,1.0,0.9,1.2,1.0,16.51,0.59,746,9.7,2.3,10.5,2.4,16.74,0.62,1.5952,1.6209,38.9484,0.0545,4.8897,1.5953,1.6001,206.6116,0.0068,19.9575,0.03,3e-05,,,5.0,
2887662,0.307904,0.307904,0.307904,1.0,599,8.6,2.0,8.6,2.0,15.55,0.45,275,3.0,1.4,3.0,1.4,15.62,0.42,3.2478,3.2817,29.5116,0.0432,22.3687,3.2478,3.2532,182.6484,0.0124,16.1095,0.03,0.0,,,5.0,
2889542,0.570913,0.570911,0.570912,0.999996,457,2.7,1.3,2.7,1.3,15.56,0.96,170,9.2,2.5,8.2,2.5,15.44,1.35,1.7516,1.7855,29.4855,0.0521,11.8677,1.7516,1.8062,18.3268,0.0054,6.1558,0.39,0.0,,,5.0,
2892940,0.539855,0.539896,0.539876,1.000076,462,3.7,1.3,5.1,1.5,16.16,0.9,169,49.1,4.2,78.5,6.0,16.06,1.21,1.8523,1.8862,29.529,0.0783,12.9993,1.8522,1.9288,13.0514,0.0238,10.5259,0.31,8e-05,,,5.0,
2893479,0.699271,0.699278,0.699274,1.00001,469,21.7,1.6,21.7,1.6,14.74,0.72,318,3.1,1.3,2.8,1.2,14.7,0.76,1.4301,1.4639,29.5247,0.0654,9.9908,1.43,1.4355,183.8235,0.0427,17.8845,0.04,1e-05,,,5.0,
2898747,0.628426,0.628416,0.628421,0.999984,297,4.6,1.5,4.7,1.5,15.78,0.67,825,4.9,1.7,5.1,1.8,15.69,0.72,1.5913,1.6591,14.7493,0.0704,5.3271,1.5913,1.6513,16.6667,0.0021,13.6461,0.05,2e-05,,,5.0,
2913030,0.289239,0.289248,0.289244,1.000031,255,4.7,1.8,7.0,2.0,14.72,0.39,870,5.2,1.7,8.5,2.1,14.66,0.42,3.4573,3.5252,14.7351,0.0177,8.522,3.4572,3.4608,278.1641,0.0013,13.5358,0.03,3e-05,,,5.0,
2914946,0.460402,0.460402,0.460402,1.0,326,0.8,0.8,0.8,0.8,15.64,1.15,177,4.1,1.5,4.1,1.5,15.74,0.89,2.172,2.2399,14.7373,0.1181,12.0954,2.172,2.1748,355.2398,0.0451,14.2289,0.26,0.0,,,5.0,
2936953,0.328746,0.328733,0.328739,0.99996,271,13.0,2.7,14.6,3.2,14.88,0.35,187,2.5,1.3,3.3,1.2,14.93,0.29,3.0419,3.1123,14.1995,0.0339,14.705,3.042,3.0448,356.5062,0.04,17.0701,0.06,4e-05,,,5.0,
3026086,0.398116,0.398114,0.398115,0.999995,552,1.1,1.0,1.1,0.9,16.35,0.41,413,8.8,2.3,8.9,2.4,16.35,0.35,2.5118,2.5457,29.5377,0.0419,22.3985,2.5118,2.5148,333.8898,0.0104,12.549,0.06,1e-05,,,5.0,
3036295,0.629705,0.629714,0.629709,1.000014,502,4.5,1.8,4.8,1.8,14.88,0.34,808,5.8,2.2,5.9,2.2,14.81,0.34,1.588,1.6219,29.5029,0.0608,16.874,1.588,1.5934,184.6722,0.0135,18.6388,0.0,1e-05,,,5.0,
3044799,0.558022,0.558015,0.558018,0.999987,317,1.4,0.9,1.4,1.0,15.24,1.01,242,4.1,1.5,4.3,1.3,15.08,1.37,1.792,1.8259,29.5639,0.1363,12.5413,1.7921,1.8302,26.2089,0.0032,7.4348,0.36,1e-05,,,5.0,
3045044,0.582931,0.582934,0.582932,1.000005,358,3.1,1.1,3.1,1.1,15.74,0.69,321,41.8,3.6,42.0,3.6,15.75,0.87,1.7155,1.7494,29.4985,0.0924,11.1849,1.7155,1.7806,15.3539,0.0033,5.61,0.18,1e-05,,,5.0,
3048546,0.656287,0.656293,0.65629,1.000009,291,1.6,1.0,2.0,1.0,15.69,0.88,438,2.7,1.3,3.6,1.3,15.67,0.9,1.5237,1.5407,59.0667,0.0747,7.6335,1.5237,1.5267,331.675,0.019,10.6497,0.02,1e-05,L,,,
3062621,0.63542,0.635448,0.635434,1.000044,526,1.9,1.1,2.1,1.2,16.08,0.3,842,2.2,1.3,3.0,1.7,16.02,0.34,1.5738,1.6077,29.4681,0.0481,13.0805,1.5737,1.5792,182.1494,0.0174,21.7515,0.04,4e-05,,Z,10.0,period
3069079,0.6234,0.623403,0.623402,1.000005,462,0.6,0.6,0.6,0.7,16.47,0.48,302,1.6,1.1,1.6,1.1,16.48,0.44,1.6041,1.638,29.5116,0.044,11.267,1.6041,1.6096,181.9836,0.0506,19.777,0.04,0.0,Z,,,
3086623,0.3375,0.337499,0.3375,0.999997,324,4.7,1.9,4.7,1.9,14.92,0.34,294,1.6,1.2,1.8,1.2,14.94,0.47,2.963,2.9968,29.5159,0.0453,17.3894,2.963,2.9678,206.3983,0.0035,11.1584,0.13,0.0,,,5.0,
3117883,0.551379,0.551387,0.551383,1.000015,271,1.0,0.9,1.0,0.8,16.19,0.84,232,1.7,1.1,1.8,1.0,16.27,0.69,1.8136,1.8345,47.9042,0.0502,6.8083,1.8136,1.8167,323.6246,0.0809,12.0388,0.15,1e-05,Z,,,
3118906,0.689149,0.68914,0.689144,0.999987,253,1.2,0.9,1.2,0.9,16.39,0.57,384,5.5,1.6,5.5,1.7,16.26,0.59,1.4511,1.5191,14.7059,0.0791,3.7909,1.4511,1.454,347.8261,0.016,13.6149,0.02,1e-05,,,5.0,
3140139,0.30459,0.304585,0.304588,0.999984,255,7.7,2.5,7.8,2.6,15.62,0.4,343,25.1,5.6,26.5,5.4,15.49,0.6,3.2831,3.3529,14.3338,0.0256,10.8164,3.2832,3.4219,7.2056,0.0035,8.4888,0.2,2e-05,,,5.0,
3160442,0.593811,0.593807,0.593809,0.999993,260,1.9,1.2,2.0,1.1,16.06,0.55,183,4.2,1.7,4.2,1.8,16.12,0.46,1.684,1.7546,14.1633,0.0572,7.0743,1.684,1.6875,292.8258,0.0205,10.1407,0.09,1e-05,,,5.0,
3162203,0.652665,0.652663,0.652664,0.999997,270,1.8,1.4,1.8,1.4,15.24,0.32,687,5.1,2.0,5.1,2.0,15.38,0.43,1.5322,1.6029,14.1443,0.0669,4.2217,1.5322,1.5377,180.6685,0.0045,13.8974,0.11,0.0,,,5.0,
3170992,0.527191,0.527162,0.527176,0.999945,280,1.9,1.1,2.5,1.2,16.42,0.63,340,19.4,2.7,20.2,2.8,16.45,0.51,1.8968,1.9675,14.1553,0.0561,8.0723,1.897,1.9675,14.1814,0.0187,7.5846,0.12,6e-05,,,5.0,
3173902,0.302423,0.302424,0.302424,1.000003,286,2.7,1.6,2.8,1.6,15.42,0.26,166,3.4,1.7,3.4,1.7,15.46,0.23,3.3066,3.3744,14.7536,0.0219,11.2399,3.3066,3.3094,353.3569,0.0493,18.0637,0.03,0.0,,Z,8.0,period
3176620,0.589604,0.589602,0.589603,0.999997,292,2.3,1.3,2.4,1.3,14.57,0.92,730,7.2,2.0,7.3,2.0,14.36,1.35,1.6961,1.7638,14.7612,0.0987,5.4186,1.6961,1.7009,208.5506,0.0029,18.7023,0.43,0.0,,,5.0,
3182815,0.650716,0.6507,0.650708,0.999975,491,1.2,0.9,1.6,0.9,16.0,0.9,394,5.6,1.8,11.1,2.1,15.9,1.27,1.5368,1.5706,29.577,0.0797,8.1953,1.5368,1.605,14.6746,0.0093,5.3776,0.37,2e-05,,,5.0,
3183285,0.349653,0.349664,0.349658,1.000031,485,4.1,1.2,5.2,1.5,15.51,0.48,588,15.7,2.8,22.3,3.2,15.46,0.58,2.86,2.8939,29.4768,0.0388,17.3861,2.8599,2.8654,181.8182,0.0024,15.1581,0.1,3e-05,,,5.0,
3186870,0.68876,0.688761,0.68876,1.000001,489,2.3,1.1,2.3,1.1,15.05,0.51,522,2.8,1.1,2.8,1.1,14.95,0.54,1.4519,1.4858,29.4898,0.0766,15.1179,1.4519,1.4573,185.0139,0.0109,15.4047,0.03,0.0,,Z,8.0,period
3196582,0.268017,0.268018,0.268018,1.000004,479,8.6,2.5,9.0,2.5,14.82,0.35,172,10.1,3.4,10.1,3.4,14.7,0.51,3.7311,3.765,29.5203,0.0285,25.6121,3.7311,3.8361,9.5256,0.0026,6.7338,0.16,0.0,,,5.0,
3196780,0.504148,0.504199,0.504174,1.000101,475,9.3,2.2,30.8,2.9,15.15,0.81,286,21.5,3.2,102.9,6.9,15.08,0.85,1.9835,2.0029,51.7331,0.0734,18.1467,1.9833,1.9889,181.653,0.023,11.623,0.04,0.0001,,,5.0,
3210786,0.507242,0.507249,0.507246,1.000014,294,0.6,0.7,0.8,0.7,16.22,1.04,537,4.5,1.6,4.6,1.7,16.18,0.97,1.9714,2.0392,14.7623,0.1396,7.9025,1.9714,1.9871,63.8978,0.0227,24.4473,0.07,1e-05,,,5.0,
3218931,0.693979,0.693939,0.693959,0.999942,274,28.8,2.6,32.7,2.6,14.24,0.79,743,14.9,2.9,21.4,3.5,14.22,0.71,1.441,1.5088,14.7395,0.0912,2.4484,1.441,1.4459,205.5498,0.0028,11.5981,0.08,6e-05,,,5.0,
3219035,0.326746,0.326509,0.326627,0.999275,376,23.9,3.9,51.5,7.6,14.83,0.32,168,11.5,2.6,39.5,5.0,14.93,0.23,3.0605,3.1287,14.6692,0.0327,10.1934,3.0627,3.0661,294.1176,0.02,12.0769,0.09,0.00073,,,5.0,
3219476,0.667174,0.667168,0.667171,0.999991,344,0.6,0.7,0.6,0.7,16.43,0.61,68,2.4,1.2,2.3,1.3,16.43,0.93,1.4989,1.5667,14.7438,0.0598,3.9687,1.4989,1.5064,133.6898,0.1043,6.1905,0.32,1e-05,Z,,,
3221817,0.623799,0.623813,0.623806,1.000022,303,5.2,2.4,5.3,2.5,15.71,0.52,712,31.3,4.8,32.5,4.9,15.74,0.62,1.6031,1.6709,14.7471,0.0513,5.0956,1.603,1.6086,180.3427,0.0048,20.7939,0.1,2e-05,,,5.0,
3246187,0.559648,0.559651,0.55965,1.000005,277,1.8,1.0,1.9,1.0,15.93,0.75,207,6.6,2.0,6.5,1.9,15.95,0.58,1.7868,1.8546,14.7667,0.0405,6.501,1.7868,1.7901,306.7485,0.0202,13.249,0.17,1e-05,,,5.0,
3280045,0.345708,0.345716,0.345712,1.000023,503,8.9,2.0,12.3,2.8,14.34,0.33,531,2.3,1.4,3.2,1.6,14.28,0.32,2.8926,2.9265,29.5116,0.0607,22.2463,2.8926,2.898,182.6484,0.0113,27.6687,0.01,2e-05,,,5.0,
3294319,0.55546,0.555473,0.555466,1.000023,802,10.4,1.9,10.8,1.9,15.44,0.76,169,40.0,4.7,46.3,4.9,15.65,0.88,1.8003,1.8342,29.4855,0.0517,11.3597,1.8003,1.8673,14.9098,0.0115,10.6526,0.12,2e-05,,,5.0,
3356801,0.337672,0.337667,0.33767,0.999985,377,4.3,1.3,4.4,1.4,15.68,0.34,437,2.2,1.2,2.8,1.4,15.69,0.3,2.9615,2.9953,29.5858,0.0247,15.485,2.9615,2.9808,51.9211,0.0156,22.8554,0.04,1e-05,,,5.0,
3377349,0.584204,0.584209,0.584206,1.000009,547,6.9,1.6,6.6,1.5,14.71,0.64,171,2.4,1.4,3.1,1.6,14.64,0.98,1.7117,1.7457,29.4377,0.0616,17.795,1.7117,1.778,15.0818,0.0056,7.3749,0.34,1e-05,,,5.0,
3389834,0.725559,0.725566,0.725562,1.00001,270,5.9,1.7,5.9,1.6,15.34,0.87,528,2.5,1.3,3.3,1.4,15.36,1.07,1.3782,1.4121,29.5727,0.0998,8.8524,1.3782,1.3837,182.8154,0.0037,12.9563,0.2,1e-05,,,5.0,
3391290,0.652728,0.652721,0.652724,0.999989,281,2.3,1.1,2.2,1.1,15.43,0.87,521,9.1,2.0,9.0,2.0,15.43,1.13,1.532,1.5687,27.2851,0.1945,10.8269,1.532,1.5907,17.0503,0.0111,10.1322,0.26,1e-05,,,5.0,
3405178,0.579231,0.579204,0.579218,0.999953,256,1.1,1.0,3.7,1.3,16.04,0.75,509,3.8,1.5,28.2,2.7,15.96,1.06,1.7264,1.7785,19.216,0.0658,7.3676,1.7265,1.7319,185.1852,0.0031,14.3561,0.31,5e-05,,Z,8.0,period
3437725,0.542457,0.542478,0.542468,1.000039,266,3.5,1.5,4.2,1.6,15.89,0.67,355,64.8,6.3,81.9,6.2,15.72,1.07,1.8435,1.9231,12.5557,0.0612,7.0611,1.8434,1.9231,12.5447,0.0101,8.7519,0.4,4e-05,,,5.0,
3440695,0.496917,0.496911,0.496914,0.999988,282,8.0,1.3,8.4,1.3,15.05,0.83,502,40.8,3.8,42.4,3.8,14.89,1.18,2.0124,2.0219,105.8201,0.0813,9.7048,2.0124,2.0173,205.1282,0.0421,30.1472,0.35,1e-05,,,5.0,
3441938,0.48315,0.483141,0.483146,0.999981,283,1.9,1.1,2.1,1.2,15.88,0.97,624,16.8,2.2,19.0,2.3,15.8,1.01,2.0698,2.1369,14.9031,0.0587,6.1939,2.0698,2.1033,29.8151,0.0174,25.3262,0.04,2e-05,,,5.0,
3463199,0.334718,0.33471,0.334714,0.999976,297,0.6,0.7,0.7,0.7,16.61,0.51,579,11.3,2.3,13.4,2.5,16.51,0.67,2.9876,3.0584,14.1153,0.0382,10.1683,2.9877,2.9952,133.2445,0.0044,23.6348,0.16,2e-05,,,5.0,
3481248,0.556293,0.556286,0.55629,0.999987,251,2.4,1.1,3.0,1.3,14.6,0.76,359,2.1,1.1,2.2,1.1,14.63,0.59,1.7976,1.8655,14.7373,0.1234,8.5877,1.7976,1.8013,276.2431,0.0128,10.8951,0.17,1e-05,,Z,10.0,amp
3491287,0.490986,0.490995,0.49099,1.000018,483,4.1,1.4,4.9,1.5,15.25,0.94,504,37.9,3.8,44.4,3.9,15.28,0.8,2.0367,2.0537,58.8408,0.058,11.9199,2.0367,2.0537,58.8755,0.0099,18.3211,0.14,2e-05,,,5.0,
3507643,0.801141,0.801132,0.801136,0.999989,461,7.3,1.6,7.4,1.6,14.68,0.37,277,1.3,0.9,1.3,0.9,14.53,0.43,1.2482,1.2821,29.529,0.085,11.1815,1.2482,1.2538,181.1594,0.0931,15.9448,0.06,1e-05,Z,,,
3511281,0.547609,0.547618,0.547614,1.000016,449,1.3,1.0,1.4,0.9,16.43,0.67,271,13.1,2.3,13.9,2.3,16.39,0.75,1.8261,1.8601,29.4464,0.0632,14.1489,1.8261,1.8316,180.8318,0.0197,18.1252,0.08,2e-05,,,5.0,
3520413,0.358502,0.358504,0.358503,1.000006,358,7.6,1.7,7.7,1.8,14.6,0.34,1199,1.9,1.3,2.0,1.3,14.53,0.34,2.7894,2.8572,14.7362,0.0332,9.9318,2.7894,2.7942,207.6843,0.0033,21.9565,0.0,1e-05,,,5.0,
3541085,0.527475,0.527491,0.527483,1.00003,288,1.0,1.0,1.4,1.0,15.84,0.92,595,6.8,1.7,30.1,2.7,15.72,1.25,1.8958,1.9493,18.6968,0.0788,6.7638,1.8958,1.9492,18.7003,0.0104,15.0831,0.33,3e-05,,,5.0,
3589854,0.612893,0.612953,0.612923,1.000098,468,29.1,3.9,47.9,5.2,14.57,0.49,545,45.0,5.8,59.9,6.3,14.46,0.5,1.6316,1.6656,29.4031,0.0565,15.3618,1.6314,1.6369,184.6722,0.0169,17.6992,0.01,0.0001,,,5.0,
3591037,0.558643,0.558609,0.558626,0.999939,449,5.4,1.3,12.5,1.7,15.69,0.76,544,30.1,3.5,50.9,4.1,15.72,0.65,1.7901,1.7929,352.1127,0.0622,13.9545,1.7902,1.7956,182.3154,0.012,20.9073,0.11,6e-05,,,5.0,
3605112,0.579602,0.579602,0.579602,1.0,252,1.9,1.2,1.9,1.2,15.13,0.58,1512,2.5,1.1,2.5,1.1,15.12,0.84,1.7253,1.7282,350.8772,0.0625,9.0803,1.7253,1.7308,183.4862,0.0017,10.6355,0.26,0.0,,Z,10.0,amp
3639968,0.626805,0.626806,0.626805,1.000002,403,1.2,1.0,1.2,1.0,16.19,0.38,398,12.8,2.3,12.8,2.3,16.21,0.54,1.5954,1.6293,29.5334,0.048,10.9998,1.5954,1.6572,16.1812,0.0032,12.0359,0.16,0.0,,,5.0,
3649421,0.571508,0.571508,0.571508,1.0,359,2.0,1.2,2.0,1.2,15.91,0.54,808,19.1,3.2,19.1,3.2,15.8,0.55,1.7498,1.7837,29.4638,0.0839,8.334,1.7498,1.7526,357.1429,0.0062,12.8677,0.01,0.0,,,5.0,
3663882,0.341128,0.34113,0.341129,1.000006,486,47.3,2.4,47.3,2.6,14.55,0.35,532,2.8,1.6,2.9,1.6,14.59,0.34,2.9314,2.9653,29.577,0.0198,17.978,2.9314,2.9369,183.9926,0.0088,25.5625,0.01,1e-05,,,5.0,
3668485,0.596072,0.596076,0.596074,1.000007,509,2.2,1.3,2.2,1.3,15.34,0.61,532,2.5,1.2,2.4,1.1,15.33,0.64,1.6776,1.7115,29.5377,0.059,14.0613,1.6776,1.683,185.701,0.0161,19.1187,0.03,1e-05,,Z,8.0,period
3672628,0.612999,0.612997,0.612998,0.999997,474,1.4,1.1,1.4,1.1,16.07,0.97,525,4.6,1.7,4.9,1.7,16.08,0.95,1.6313,1.6651,29.577,0.0441,8.6111,1.6313,1.6368,183.3181,0.0109,19.7126,0.02,0.0,,,5.0,
3696853,0.339125,0.339118,0.339121,0.999979,265,5.5,1.6,5.8,1.5,15.93,0.43,523,11.3,2.6,12.6,3.1,15.88,0.55,2.9488,3.08,7.619,0.0188,5.7831,2.9488,2.9542,186.3933,0.0028,18.2371,0.12,2e-05,,,5.0,
3698797,0.512168,0.512169,0.512168,1.000002,253,9.7,2.1,9.7,2.1,14.76,1.05,550,6.2,1.8,6.6,1.8,14.72,1.03,1.9525,2.003,19.8059,0.0832,16.2116,1.9525,1.9776,39.8406,0.022,24.6332,0.02,0.0,,,5.0,
3726649,0.688619,0.688631,0.688625,1.000017,262,1.2,0.9,1.2,1.0,16.59,0.54,475,14.6,2.8,14.7,2.8,16.73,0.72,1.4522,1.455,350.2627,0.0387,7.5711,1.4522,1.457,204.918,0.0054,11.44,0.18,2e-05,,,5.0,
3797767,0.613224,0.613213,0.613218,0.999982,536,6.0,1.5,6.1,1.5,15.1,0.64,524,4.1,1.4,5.3,1.6,15.02,0.67,1.6307,1.6647,29.4377,0.0908,14.6752,1.6308,1.6362,183.1502,0.0091,19.1736,0.03,2e-05,,,5.0,
3808897,0.650726,0.650732,0.650729,1.000009,525,5.9,1.3,6.0,1.3,14.97,0.19,168,1.1,1.0,1.1,1.1,15.13,0.29,1.5367,1.5706,29.5683,0.0298,8.8222,1.5367,1.5594,44.1501,0.0168,12.147,0.1,1e-05,,,5.0,
3815329,0.587684,0.587678,0.587681,0.99999,299,1.0,1.0,1.0,0.9,16.55,0.66,570,7.0,1.8,7.4,1.9,16.51,0.87,1.7016,1.7611,16.811,0.041,6.0516,1.7016,1.7066,200.6018,0.0043,16.1454,0.21,1e-05,,,5.0,
3847643,0.61728,0.617278,0.617279,0.999997,295,4.4,1.5,4.4,1.5,15.23,0.49,621,25.0,4.4,25.0,4.4,15.27,0.69,1.62,1.6878,14.7493,0.0473,6.7854,1.62,1.6249,203.666,0.0021,10.7824,0.2,0.0,,,5.0,
3941776,0.532222,0.532209,0.532216,0.999976,271,18.8,2.8,21.2,2.9,14.88,0.77,549,89.0,6.0,90.4,6.3,14.92,0.61,1.8789,1.9253,21.5564,0.065,9.3459,1.879,1.8844,184.1621,0.0104,16.0939,0.16,2e-05,,,5.0,
3960704,0.645879,0.645834,0.645856,0.99993,297,4.6,1.6,8.5,1.8,15.48,0.72,671,20.6,2.6,30.9,3.3,15.62,0.7,1.5483,1.585,27.2442,0.068,8.2365,1.5484,1.5539,182.9826,0.0197,20.0859,0.02,7e-05,,,5.0,
3981681,0.520039,0.520037,0.520038,0.999996,515,16.5,2.1,16.5,2.1,14.12,0.93,271,3.9,1.3,3.9,1.3,14.05,0.92,1.9229,1.9568,29.5159,0.0987,16.1869,1.9229,1.9628,25.0627,0.0484,20.4972,0.01,0.0,,,5.0,
